signI	signJ	{measureName}
AN	E2~a	68.27184067457199
2(N01)	7(N01)	68.23205413503337
3(N57)	SAL	67.86622329498528
1(N01)	GADA~a	67.86040382446579
3(N01)	NUN~a	67.64888134352343
2(N14)	UDU~a	67.63864767494408
1(N01)	E2~b	67.61012134044668
2(N14)	BA	67.59514799569712
2(N01)	GAR	67.52628078376667
3(N57)	SZE~a	67.486418573545
1(N01)	URU~a1	67.48631927354668
5(N14)	SZE~a	67.01225679381255
3(N14)	EN~a	66.94668966780608
1(N01)	NUNUZ~a1	66.84159974269328
1(N01)	AMAR	66.70573759866295
2(N01)	KUR~a	66.56524935634796
NAM2	PA~a	66.4938502249648
GI	U4	66.45911952920157
1(N01)	U8	66.44571892195953
2(N01)	AB~a	66.25452081444143
1(N14)	A	66.23289331190504
AN	GI	66.07545075491356
AN	BA	65.85087685464663
1(N57)	DUG~c	65.8059624929594
AB~a	EN~a	65.72437204559992
1(N14)	NUN~a	65.64314349448057
E2~a	PAP~a	65.44251050620281
2(N57)	U4	65.19964676541647
1(N01)	1(N39~a)	65.08751639704263
2(N14)	U4	64.99545640961853
1(N01)	1(N58)	64.98763283758959
1(N57)	2(N14)	64.92850549198843
BU~a	DU	64.91979696384503
1(N01)	DUB~a	64.79718314634857
2(N14)	7(N01)	64.61759146595637
1(N57)	BA	64.17132462054418
5(N01)	AN	64.0582691880811
KAB	NAM2	63.97846581198793
AN	SI	63.86974159716819
1(N01)	UMUN2	63.79710518459448
1(N14)	BU~a	63.7287386572354
BU~a	E2~a	63.687874925967876
3(N57)	AN	63.647422869377756
1(N01)	2(N57)	63.61601742785396
3(N01)	BAR	63.517656419587155
AN	SZE~a	63.410182238000786
1(N01)	KAB	63.40866407245503
1(N14)	SANGA~a	63.350843908505155
1(N01)	KASZ~c	63.33271489118776
EN~a	KU6~a	63.29134268992831
EN~a	SZITA~a1	63.20026820235234
1(N14)	2(N34)	62.9763342700626
2(N14)	SAL	62.89023859633902
BU~a	GI	62.71614488473792
HI	NUN~a	62.574403541637594
SAL	U4	62.46704134149459
4(N01)	BA	62.422488975487475
GI	PAP~a	62.09327064731645
1(N24)	2(N39~a)	61.88089429627449
3(N01)	E2~a	61.76883304843208
5(N01)	BA	61.68528984723623
1(N01)	UDUNITA~a	61.65262358546388
2(N01)	NE~a	61.555243283810114
BAR	SAL	61.22488714057296
GAL~a	NAM2	61.05778172226882
3(N01)	DU	60.86262106358849
4(N01)	PAP~a	60.844017523158655
1(N01)	ZATU659	60.61974425267916
2(N01)	UD5~a	60.58950696262486
1(N01)	DIN	60.4484229921773
E2~a	NUN~a	60.290459351629146
3(N01)	4(N14)	60.11903717549248
1(N01)	NUN~b	60.000741602415765
AN	DU	59.918029794335986
1(N24)	SZE~a	59.877980393344004
1(N14)	BAR	59.7817942038013
BU~a	SAL	59.625127055014765
1(N01)	SIG7	59.621397237072536
3(N14)	4(N14)	59.55949495199879
1(N01)	GAN2	59.481841882374674
2(N14)	8(N01)	59.43532962721615
1(N24)	2(N01)	59.43313583045691
1(N01)	NA~a	59.41682699454906
1(N01)	NAR	59.323069957480165
2(N01)	SZITA~a1	59.2740586582814
SAL	SZU	59.198270672648086
3(N14)	6(N01)	59.05690449016262
3(N01)	SZU2	58.80325025272735
1(N14)	DU	58.79605834976826
1(N14)	ME~a	58.78075472830142
5(N01)	PAP~a	58.60377256227977
3(N01)	GAL~a	58.5705310226085
2(N14)	PAP~a	58.55946579546852
BA	U4	58.54413854646094
AN	SZU2	58.455556037039244
4(N01)	4(N14)	58.33061411276709
PA~a	SZE~a	58.25999384574382
3(N57)	PIRIG~b1	58.141069258637636
3(N01)	7(N01)	57.97288074146012
1(N14)	U8	57.73481013589404
1(N01)	1(N02)	57.719343574181856
BU~a	U4	57.70343576316973
4(N01)	UDU~a	57.65988376632601
2(N14)	2(N34)	57.64039352395372
E2~a	U4	57.61291566097405
2(N01)	5(N14)	57.38291307253569
E2~a	SAL	57.368963803187015
1(N01)	AL	57.36644434292998
1(N34)	5(N14)	57.34844719150467
NUN~a	SANGA~a	57.274771269486834
AN	NI~a	57.22849038792409
4(N01)	8(N01)	57.16882856452397
2(N01)	MASZ	57.090613834345504
4(N01)	SAL	56.83256983526841
2(N01)	SZUBUR	56.77564226192027
GAL~a	GA~a	56.7357148316243
1(N01)	MAR~a	56.58378701827698
1(N57)	PAP~a	56.43649080590158
4(N01)	GI	56.22776103251159
AN	GAL~a	56.08188259888865
1(N01)	5(N14)	56.04403242806878
E2~a	GI	55.97325694478595
SAL	SANGA~a	55.96813524049554
1(N14)	SUHUR	55.86315160460316
3(N01)	SI	55.75283578116909
GI	SAL	55.74811422280335
1(N57)	SZUBUR	55.68509896262887
U8	UD5~a	55.64887145397481
E2~a	SZE~a	55.54548500631543
A	U4	55.539791444849214
BU~a	SZU	55.50518869270871
AN	ME~a	55.43574318616838
3(N57)	DU	55.37799287574303
3(N01)	5(N14)	55.08315817983386
2(N14)	GAR	55.01235250905917
1(N14)	UD5~a	54.98275556218711
PAP~a	SI	54.96746454532802
BU~a	DU6~a	54.95148401826484
3(N01)	8(N01)	54.90853950641567
1(N01)	NIM~a	54.37976190674041
NUN~a	U4	54.19702443080271
3(N14)	UDU~a	54.03028292693636
5(N01)	GAL~a	53.98581590508393
1(N14)	KU6~a	53.95884708794946
1(N14)	HI	53.923785651849315
2(N14)	AN	53.90157108849236
A	E2~a	53.86779422306102
5(N01)	8(N01)	53.80189785613443
3(N57)	SZU	53.74445069043649
PA~a	RAD~a	53.713537611198014
A	SZE~a	53.63669584491793
BU~a	TUR	53.620430962607806
E2~a	HI	53.61257665300964
2(N01)	DUG~a	53.545190650275934
BU~a	HI	53.437593318316445
SAL	SZE~a	53.401921624642796
NAM2	RAD~a	53.391029107612354
1(N01)	TI	53.31194124585186
2(N01)	MUSZEN	53.207116502052926
3(N57)	SANGA~a	53.13547160319332
GAL~a	TE	52.920339987907134
1(N57)	3(N57)	52.86720346783886
2(N01)	AB2	52.84509965135389
1(N14)	KI	52.836516599322
A	PAP~a	52.753871952504305
GAL~a	NUN~a	52.35329785257012
EN~a	SZUBUR	52.25716989256098
A	GI	52.219414963510005
2(N14)	GAL~a	52.185402006454936
2(N34)	3(N14)	52.10307779632439
HI	SAL	52.057969336000035
4(N14)	SZE~a	52.02383508130381
2(N01)	TE	52.014491562774886
1(N14)	MASZ	51.94500429963581
2(N01)	MUSZ3~a	51.94087012158725
1(N34)	6(N01)	51.9044892559689
HI	PAP~a	51.6593523633203
3(N57)	4(N01)	51.54705596484554
BU~a	KI	51.51481674092658
SZE~a	SZU	51.51160239142558
5(N01)	BAR	51.47696108925917
1(N01)	MU	51.41374378974228
EN~a	UDU~a	51.38215668477694
EN~a	MUSZEN	51.359307756529056
2(N14)	5(N14)	51.33711957644518
1(N01)	9(N01)	51.222201784029906
1(N01)	UTUA~a	51.115310361738395
2(N01)	MA	51.088765186656914
4(N01)	7(N01)	51.01449388096503
BU~a	NUN~a	50.971417261769965
1(N01)	NAMESZDA	50.95555059308709
1(N34)	2(N34)	50.93726008484284
EN~a	RAD~a	50.86637203592477
5(N01)	GI	50.62755593129425
GAL~a	SZU	50.572963581138985
GAL~a	SAL	50.47523283785975
3(N57)	GI	50.44120444032966
NUN~a	PAP~a	50.42680339944091
2(N45)	SZE~a	50.42163064735692
1(N14)	NAM2	50.38690066261807
6(N01)	EN~a	50.35632042223879
A	DU	50.22950555330238
1(N57)	BU~a	50.15742759501898
BA	UDU~a	50.156403965032055
AN	SAG	50.069219448494096
1(N01)	TUN3~a	49.912743141104045
3(N14)	8(N01)	49.7288589682152
EN~a	NE~a	49.700697637259125
SZU	U4	49.69569357746043
A	SAL	49.66770116930613
1(N34)	EN~a	49.49122882778049
2(N01)	GA2~a1	49.32427159028264
1(N39~a)	SZE~a	49.18893603251135
AB~a	GAL~a	49.16436949237488
HASZHUR	MA	49.15170542471138
3(N01)	KI	49.099832342673395
2(N14)	GI	49.08658783639673
1(N14)	AB~a	48.92245292507404
1(N14)	PA~a	48.884153064277676
3(N57)	A	48.85139325004733
1(N01)	KASZ~b	48.76593747101593
AN	MAR~a	48.75682912872763
AB~a	AN	48.614051475246555
MASZ2	UD5~a	48.592669563359934
DU	SAL	48.55397884661123
SI	U4	48.501606599531804
3(N01)	PA~a	48.42366812884524
DU	E2~a	48.40637707335698
AB~a	SZE~a	48.39243342576203
3(N14)	5(N14)	48.31529154628074
1(N45)	2(N14)	48.274870038241104
1(N14)	1(N45)	48.141124751167126
BA	E2~a	48.132976858254494
DU	SZE~a	48.10231838601036
3(N01)	ME~a	48.09981646434265
2(N01)	ZATU753	47.995987977214924
2(N01)	UDUNITA~a	47.908643420808026
