sign1	sign2	closeness
4(N57)	SZAB~a	   0.90
A	ZATU646	   0.90
BA	ZATU625	   0.90
GA2~a1	ZAR~a	   0.90
SUG5	ZATU764	   0.90
1(N48)	ZATU651	   0.90
DIN	ZATU764	   0.90
E~b	PIRIG~b1	   0.90
1(N04)	SZIDIM	   0.90
1(N14)	KAL~b1	   0.90
2(N57)	SUM~b	   0.90
4(N48)	TE	   0.90
APIN~a	ZATU821	   0.90
BAHAR2~c	ZAG~a	   0.90
DAR~d	DU	   0.90
E2~b	KAL~b1	   0.90
GU	ZATU735~a	   0.90
GURUSZDA	KID~b	   0.90
GURUSZDA	LU2	   0.90
I	ZATU837~a	   0.90
IG~a	UNUG~a	   0.90
KASKAL	ZATU662	   0.90
KID~b	KISZ	   0.90
ME~a	ZATU735~a	   0.90
SAG@n	SZU2	   0.90
TUR3~a	ZATU662	   0.90
DI	n	   0.90
1(N20)	KA2~a	   0.90
1(N29~b)	MUSZ3~a	   0.90
1(N47)	SUG	   0.90
2(N20)	TAR~c	   0.90
4(N05)	ZATU762~a	   0.90
AN	ZATU780	   0.90
BALAG	NAGA~a	   0.90
DUG~a	KA2~a	   0.90
GAN~a	ZATU694~c	   0.90
KU6~a	USZ~b	   0.90
NAB	ZATU651@g	   0.90
TAG~a1	ZATU732	   0.90
KISZIK~a	UMUN2	   0.90
ARARMA2~b	U4	   0.90
EZEN~b	SZENNUR~b	   0.90
SZESZ~a	TAR~a	   0.90
4(N04)	SAG@g	   0.90
SI4~a	UR5~a	   0.90
KAK~a	U2~a	   0.90
GESZTU~c3	UB	   0.90
3(N45)	3(N48)	   0.90
1(N22)	DUR~a	   0.90
1(N36)	KU6	   0.90
1(N48)	ZATU775	   0.90
2(N22)	GA2~a1	   0.90
2(N22)	SAR~a	   0.90
2(N39~a)	DUG~b	   0.90
3(N08)	BUR~d	   0.90
5(N34)	ZI~d	   0.90
APIN~c	RAD~a	   0.90
BUR~b	KI	   0.90
BUR~d	LI	   0.90
DAR~a	SUHUR	   0.90
DI@t	IM~a	   0.90
DUG~a	ZATU728	   0.90
KASZ~c	ZI~d	   0.90
KUR~a	ZATU776	   0.90
MUN~a1	SUHUR	   0.90
1(N42~a)	EZEN~a	   0.90
4(N14)	TUR3~b	   0.90
GA~b	SZEG9	   0.90
GAL~a	TI@r	   0.90
GIR3~a	SUG5	   0.90
NA2~a	UMBIN~a	   0.90
SIG2~a2	ZATU737	   0.90
EZEN~a	TUN3~b	   0.90
MIR~b	NAGAR~a	   0.90
1(N01@f)	1(N24)	   0.90
1(N24@f)	GAR	   0.90
1(N45)	SZEN~b	   0.90
5(N14)	PAP~a@t	   0.90
6(N14)	NIR~a	   0.90
9(N01)	KU~a	   0.90
ASAR	ZATU710	   0.90
DI	KUSZU2~c	   0.90
DIB	U2~a	   0.90
ESZDA	MEN~a	   0.90
ESZDA	TUG2~a	   0.90
KASZ~b	SZITA~b3	   0.90
KASZ~d	PIRIG~b1	   0.90
KIR11	SZAH2~a	   0.90
KISIM~b	PAD~a	   0.90
KISIM~b	SUG5	   0.90
KUSZU2~c	SAR~a	   0.90
KU~a	NA~a	   0.90
LA2	NAM	   0.90
NIM~a	SZEN~c@t	   0.90
SILA3~a	SZEN~c@t	   0.90
U8	ZATU710	   0.90
GISZ3~a	ZATU686~b	   0.90
MES	PAP~a	   0.90
SZIDIM	SZUR2~b	   0.90
URI3~a	ZATU686~b	   0.90
ZATU795	ZATU826	   0.90
APIN~a	NAM2@g	   0.90
BU~b	NESAG2~b	   0.90
HI	RI8~a	   0.90
1(N34)	ZATU641	   0.90
1(N57)@t	SZITA~b1	   0.90
ASZ2	DUB~a	   0.90
GA2~a1	ZATU679	   0.90
GA2~b	TU~a	   0.90
LU2	ZABALAM~a	   0.90
SZA	ZATU693	   0.90
6(N01)	ZATU825	   0.90
DIN	GISZIMMAR~b1	   0.90
1(N30A~c)	UDU~a	   0.90
5(N05)	LAGAB~a	   0.90
HI	UDU~c	   0.90
UR5~a	ZATU809	   0.90
1(N04)	IR11	   0.90
1(N30~c)	MUSZ3~a	   0.90
2(N39~a)	ERIM2	   0.90
3(N05)	5(N03)	   0.90
6(N57)	GISZ3~a	   0.90
7(N34)	EZEN~a	   0.90
7(N51)	NUN~b	   0.90
9(N34)	GISZ3~a	   0.90
9(N34)	NI~a	   0.90
AK~b	IB~a	   0.90
AK~b	RU	   0.90
AMAR	SUG5	   0.90
ASAR	E2~b	   0.90
BUR2	GA2~a2	   0.90
DI	ZATU798	   0.90
DUR~a	U4	   0.90
EN@g~a	SI4~a	   0.90
GISZ	ZATU761	   0.90
GISZ@t	SZAKIR~c	   0.90
GUG2	UMUN2	   0.90
KA2~a	KU3~a	   0.90
KA2~a	ZATU737	   0.90
LAGAB~b	ZATU647	   0.90
LU2	ZATU726~a	   0.90
NINLIL	TIDNUM	   0.90
NUNUZ~b2	ZATU761	   0.90
ZATU726~a	ZATU734	   0.90
GI	LAGAR~a	   0.90
1(N57)	KID~e	   0.90
GI	MAH~b	   0.90
GIR3@g~c	ZI~a	   0.90
GUL	SZA3~a1	   0.90
KASKAL	NUNUZ~c	   0.90
KIN2~c	LI	   0.90
3(N36)	AB~b	   0.90
1(N18)	BAR	   0.90
2(N52)	5(N57)	   0.90
4(N20)	KID~b	   0.90
GAN2	KIR11	   0.90
UR~a	ZATU751~c	   0.90
ME~a	TUG2~a@g	   0.90
DARA3~c	ZATU736~b	   0.90
DA~b	DIN	   0.90
ERIN	GUB3~a	   0.90
GAL~b	NAGA~b	   0.90
GA~a	LA~b	   0.90
GURUSZ~a	NAGA~b	   0.90
LA~b	NAMESZDA	   0.90
RAD~b	SZEG9	   0.90
HI@g~a	IG~b	   0.90
1(N58)	SZAKIR~c	   0.90
7(N14)	GURUSZ~c	   0.90
7(N34)	KASZ~a	   0.90
AGAR2	BAPPIR~b	   0.90
BAPPIR~b	GISZ	   0.90
DARA3~d	N	   0.90
ERIN	ESZDA	   0.90
GAL~b	SAL	   0.90
GAN~b	KUR~a	   0.90
SIG7	ZATU781	   0.90
TA~d	URUDU@g~d	   0.90
TA~d	ZATU764	   0.90
EZEN~a	KID~a	   0.90
EZEN~a	SUR	   0.90
GAR@g~b	SZU	   0.90
MAR~a	NU	   0.90
MUD3~a	SZAM2	   0.90
SZEN~a	UR4~b	   0.90
E2~c	MASZ	   0.90
GESZTU~c5	SI	   0.90
GESZTU~c5	TI	   0.90
MAH~a	SZUR2~a	   0.90
1(N05)	1(N30C~c)	   0.90
1(N42~a)	DU6~b	   0.90
1(N50)	ZATU697~c	   0.90
2(N08)	NIN	   0.90
2(N08~b)	LAM~b	   0.90
2(N14)	ZATU856	   0.90
2(N22)	ERIN	   0.90
2(N50)	NA~a	   0.90
3(N08~b)	KUR~a	   0.90
5(N01)	SIG@g	   0.90
AN	ZATU711	   0.90
DANNA	DIN	   0.90
GAL~a	ZATU856	   0.90
U4	ZATU711	   0.90
ALAN~b	MIR~b	   0.90
KAR2~a	LA2	   0.90
KA~a	SZUR2~a	   0.90
SAL	SZAKIR~c	   0.90
SZEN~a	ZATU651	   0.90
2(N45)	ZATU628~a	   0.90
4(N50)	ZATU687	   0.90
DIM~c	TUM~a	   0.90
GAL	ZATU647	   0.90
TAK4~c	ZATU686~a	   0.90
UMUN2	UNUG~a@s	   0.90
UNUG~a	ZATU669	   0.90
GURUSZDA	TUM~a	   0.90
KAL~b1	MU	   0.90
LAM~b	TUM~a	   0.90
LA~c	U2~b	   0.90
SILA4~b	SZA3~a1	   0.90
NIN	UMUN2	   0.90
2(N01)	SUH3	   0.90
BAR	GALGA~b	   0.90
GALGA~b	SAL	   0.90
GARA2~a	ZATU631	   0.90
3(N58)	SZUBUR	   0.90
1(N01)	ZATU767	   0.90
1(N14)	URU~a2	   0.90
1(N24)	3(N39)	   0.90
1(N26)	DUG~b	   0.90
1(N28)	EZEN~a	   0.90
1(N39~b)	MUSZ3~a	   0.90
1(N48)	4(N08)	   0.90
1(N48)	BAHAR2~c	   0.90
2(N14)	ZATU651@g	   0.90
2(N20)	TUG2~a	   0.90
2(N39~a)	MAH~b	   0.90
2(N42~b)	NUN~a	   0.90
2(N46)	NAM~d	   0.90
2(N48)	BAHAR2~c	   0.90
2(N58)	SZU2	   0.90
3(N41)	GAN2	   0.90
3(N57)	RA	   0.90
5(N14)	BUR~b	   0.90
7(N02)	SZUM	   0.90
A	DUG~d	   0.90
AD~a	TI~a	   0.90
ALAN~c	GAN~c	   0.90
AMAR	SIG2~a1	   0.90
ANSZE~e	NAR	   0.90
ANSZE~f	URI3~a	   0.90
BALAG	SUKKAL	   0.90
BAN~b	ZATU669	   0.90
BAR	ZATU695	   0.90
BIR3~b	U4	   0.90
BU3	GAN~b	   0.90
BUR2	TI~a	   0.90
BUR2	ZATU686~c	   0.90
DAR~a	GUB3~a	   0.90
DU	GESZTIN~a	   0.90
DUB~a	GIR3@g~c	   0.90
DUB~b	SA~c	   0.90
DUG~a	KU6~d	   0.90
DUG~b	ZATU623	   0.90
DUG~b	ZATU689	   0.90
DUG~d	SZE~a	   0.90
ERIN	URU~a2	   0.90
E~a	ZATU647	   0.90
GAL~a	KIN2~b	   0.90
GAL~a	SZAB~b	   0.90
GESZTIN~a	SUM~b	   0.90
GISZ	ZI~d	   0.90
HASZHUR	ZATU633~b	   0.90
HI@g~b	UDU~a	   0.90
IB~a	TAG~a1@t	   0.90
ISZ~b	LISZ	   0.90
ISZ~b	SZIM~a	   0.90
KALAM~b	UH3~a	   0.90
KASKAL	KISAL~a1	   0.90
KASZ~b	KIN2~b	   0.90
KISAL~a1	URU~a1	   0.90
KISZ	LISZ	   0.90
LAGAB~b	SZUM	   0.90
LAGAR~a	NIN	   0.90
LAL3~b	NI~a	   0.90
LISZ	ZATU695	   0.90
MASZ2	ZATU624~c	   0.90
MIR~b	NI2	   0.90
NAGA~a	ZATU624~a	   0.90
NA~a	SILA4~b	   0.90
NU11	ZATU624~b	   0.90
NUN~a	ZATU799	   0.90
PAP~a	UZ~a	   0.90
SI4~a	ZATU778	   0.90
SUM~b	ZATU753	   0.90
TI~a	ZATU686~c	   0.90
TUR	ZATU831	   0.90
UR5~a	ZATU719	   0.90
ZATU624~b	ZATU628~a	   0.90
ZATU624~c	ZATU752	   0.90
ZATU628~a	ZATU831	   0.90
1(N04)	UH3~b	   0.90
1(N26~b)	ZATU752	   0.90
1(N30~b)	SAL	   0.90
1(N57)	KALAM~h2	   0.90
3(N39~a)	UH3~b	   0.90
BUR~b	IM~a	   0.90
8(N57)	BAR	   0.90
2(N14)	7(N59)	   0.90
3(N14)	7(N59)	   0.90
3(N59)	UR4~b	   0.90
4(N14)	ZATU836	   0.90
4(N34)	NIM~b2	   0.90
BU~a	ZATU625	   0.90
ISZ~a	ZATU773~a	   0.90
SANGA~a	ZATU625	   0.90
USZ~a	ZATU725	   0.90
EZEN~b	ZATU751~a	   0.90
1(N29A~c)	BA	   0.90
1(N45)	ZATU757	   0.90
2(N03)	NA~a	   0.90
2(N45)	ZATU757	   0.90
4(N14)	DU6~b	   0.90
7(N57)	NE~a	   0.90
EZEN~b	KA2~b	   0.90
GURUSZ~a	NINDA2	   0.90
HI	NANSZE~b	   0.90
NANSZE~b	SAG	   0.90
PAP@t	ZATU759	   0.90
SZU2~a	UR~b	   0.90
GAL	KISAL~b1	   0.90
1(N15)	4(N50)	   0.90
4(N15)	ZATU659	   0.90
5(N57)	ZATU649	   0.90
GAN~b	MUD	   0.90
KUR~a	SILANITA	   0.90
KU~b1	SILANITA	   0.90
1(N05)	ASZ2	   0.90
1(N30~a)	ABZU	   0.90
2(N04)	ZATU751~b	   0.90
2(N34)	PU2	   0.90
2(N41)	GI6	   0.90
2(N50)	MAR~a	   0.90
4(N40)	5(N01)	   0.90
5(N05)	UR~a	   0.90
6(N08)	HI@g~a	   0.90
ABZU	GUG2	   0.90
BIR	ME~a	   0.90
BU~a	ZATU773~b	   0.90
EN~a	ZATU773~b	   0.90
GESZTIN~a	KUR~c	   0.90
GUN3~b	KISZ	   0.90
HI	PIRIG~a3	   0.90
HI@g	ISZ~b	   0.90
KALAM~b	TAK4~a	   0.90
SZE~a	ZATU751~b	   0.90
TU~a	UDUNITA~a	   0.90
1(N08)	NIM~b3	   0.90
4(N05)	9(N01)	   0.90
KID~c	SI	   0.90
1(N24~a)	ZI~a	   0.90
1(N48)	3(N04)	   0.90
1(N49)	NAGA~a	   0.90
1(N51)	NIMGIR	   0.90
1(N58)	NE~d	   0.90
2(N19)	9(N36)	   0.90
3(N03)	ZATU710	   0.90
3(N19)	3(N49)	   0.90
3(N39~a)	ZATU693	   0.90
3(N40)	ZATU639	   0.90
3(N49)	9(N14)	   0.90
4(N49)	5(N01)	   0.90
4(N57)	GISZ3~b	   0.90
7(N01)	TA~a	   0.90
AD~b	SANGA~a	   0.90
BAD3~b2	DUG~b	   0.90
DARA4~c1	UD5~a	   0.90
GAZI	KAL~a	   0.90
GA~b	MASZ2	   0.90
GU4@g	LA2	   0.90
GU4@g	UTUA~a	   0.90
GUKKAL~c	MUNU3	   0.90
HAL	NAGAR~b	   0.90
KA2~a	NE~a	   0.90
KAK~a	ZATU693	   0.90
KISAL~a1	TE	   0.90
MASZ	sag-apin~a	   0.90
NISAG~a3	TE	   0.90
NUNUZ~a0	SIG2~a1	   0.90
TILLA2	UDUNITA~a	   0.90
5(N34)	KID~b	   0.90
ANSZE~a	UH3~a	   0.90
KUR~a	ZATU849	   0.90
KU~3a	TUR	   0.90
NAGAR~a	ZATU687	   0.90
U4	URI3~b	   0.90
UDU~a	ZATU849	   0.90
GUN3~a	LA2	   0.90
SZUM	ZATU749~a	   0.90
NIGIN	ZAG~a	   0.90
SU3	TE	   0.90
1(N24~a)	1(N51)	   0.90
BAPPIR~d	SUHUR	   0.90
BIR3~c	KUR@g~a	   0.90
N(N57)	SZU2	   0.90
3(N57)	SZELU	   0.90
AZ	NUMUN	   0.90
NA~a	SZELU	   0.90
AL	BANSZUR~b1	   0.89
ALIM	URUDU~a	   0.89
GESZTIN~a	NAM2	   0.89
LI	URUDU~a	   0.89
DARA3~c	GISZ3~a	   0.89
ERIM~a	ZATU795	   0.89
KU~b1	MES	   0.89
1(N19)	TU~b	   0.89
1(N02)	8(N02)	   0.89
1(N04)	1(N30c')	   0.89
1(N04)	9(N20)	   0.89
1(N14)	TUR3~a@n	   0.89
1(N19)	2(N36)	   0.89
1(N19)	AB2	   0.89
1(N24)	NANNA~a	   0.89
1(N24)	SA~a	   0.89
1(N27)	KASZ~d	   0.89
1(N29)	1(N30~a)	   0.89
1(N29)	HI@g~a	   0.89
1(N30c')	NAM2	   0.89
1(N34)	IB~a@n	   0.89
1(N39~a)	3(N02)	   0.89
1(N45)	5(N36)	   0.89
1(N49)	KID~b	   0.89
1(N57)@t	2(N46)	   0.89
1(N57)@t	KALAM~b	   0.89
2(N05)	HAL	   0.89
2(N14)	UZ~a	   0.89
2(N20)	3(N19)	   0.89
2(N36)	KA~a	   0.89
2(N39~a)	LUKUR	   0.89
2(N39~a)	NANNA~a	   0.89
2(N45)	NAM~c	   0.89
3(N01)	URUDU@g~a	   0.89
3(N14)	E2~d	   0.89
3(N14)	GISZ3~a	   0.89
3(N34)	ZATU795	   0.89
3(N36)	4(N04)	   0.89
3(N36)	SZE3	   0.89
3(N51)	EN~b	   0.89
3(N57)	EN~e	   0.89
3(N57)	GUB3~a	   0.89
3(N57)	SU3	   0.89
4(N19)	GUM~b	   0.89
4(N19)	KALAM~b	   0.89
4(N19)	KID~e	   0.89
4(N34)	8(N19)	   0.89
4(N39~a)	ZATU773~a	   0.89
5(N04)	BAR	   0.89
5(N19)	IR~a	   0.89
6(N01)	UDU~c	   0.89
6(N57)	SAGSZU	   0.89
8(N02)	DUG~c	   0.89
8(N34)	LAGAB~a	   0.89
9(N01)	BARA2~b	   0.89
9(N01)	UNUG~b	   0.89
ABRIG	N	   0.89
AB~a	KUR~b	   0.89
AB~b	GESZTU~c	   0.89
AGAR2	DUR2	   0.89
ARARMA2~b	BAN~a	   0.89
BARA2~a	EZEN~a	   0.89
BU3	ZABALAM~a	   0.89
DAH	MAR~a	   0.89
DANNA	KA~a	   0.89
DU8~c	GAR~b	   0.89
DUB~a	EN~b	   0.89
DUB~b	LAGAR~a	   0.89
DUG~b	GISZIMMAR~b1	   0.89
DUG~b	SZU2~a	   0.89
DUG~c	SZIDIM	   0.89
DUG~c	SZUM	   0.89
DUG~c	ZATU694~d	   0.89
E2~b	SZEN~b	   0.89
EN	EN~a	   0.89
EN2	NUNUZ~b1	   0.89
ERIM~a	GIR3@g~a	   0.89
ERIM~a	SIMUG	   0.89
ERIN	ESZGAR	   0.89
ERIN	UTUA~a	   0.89
GA~c	GISZ	   0.89
GESZTU~c	SAGSZU	   0.89
GESZTU~c3	NE~c	   0.89
GI6	SZEN~c	   0.89
GUB3~b	NAGA~a	   0.89
GUKKAL~a	UD5~c	   0.89
GUN3~b	SUG5	   0.89
IB~a@n	SI4~a	   0.89
IN~b	SZITA~a1	   0.89
IR~a	SIG	   0.89
KALAM~a	KU~b1	   0.89
KAR	ZATU759	   0.89
KAR2	SZE~a@t	   0.89
KA~a	ZATU628~b	   0.89
KI@n	SUKUD	   0.89
KU3~a	ZATU693	   0.89
LA	PAP~a	   0.89
LAGAB~a	TA~a	   0.89
LAM~b	ZATU714	   0.89
MAH~a	TA~a	   0.89
MES	ZATU628~b	   0.89
MIR~b	MUD3@g	   0.89
MUD3@g	MUD3~a	   0.89
MUSZ	SZA	   0.89
N	UR5~b	   0.89
NAM~c	NE~a	   0.89
NE~c	UNUG~a	   0.89
NIN	SZAB~a	   0.89
NI~b	URU~a1	   0.89
NUNUZ~a0	TI	   0.89
NUN~c	UTUA~a	   0.89
PAP~a	SZITA~b2	   0.89
PA~a	UH3~a	   0.89
PA~b	URU~a1	   0.89
PIRIG~a1	SZEG9	   0.89
SIG2~a2	SZAH2~a	   0.89
SIG2~a3	ZATU764	   0.89
SUKKAL	SZAKIR~a	   0.89
SUR	ZATU714	   0.89
SUR	ZATU726~d	   0.89
SZA	ZATU845	   0.89
SZAGAN	TA~a	   0.89
SZU2~a	UR5~a	   0.89
TAG~a4	UR3~a3	   0.89
TUR@g	ZABALAM~a	   0.89
TUR@g	ZATU649	   0.89
U8	ZAG~c	   0.89
UB	ZATU713	   0.89
UDU~a	ZATU764	   0.89
ZATU632~a	ZATU632~c	   0.89
4(N34)	TA~c	   0.89
AB2	ASZ2	   0.89
ASZ	SZU2	   0.89
DU	MUD3~b	   0.89
GAR@g~b	KU6~a	   0.89
MUD3~a	SAR~a	   0.89
SZENNUR~a	URU~a1	   0.89
AMA~a	TU~a	   0.89
BARA2~a	UR~a	   0.89
KAL~b2	KISZIK~a	   0.89
MUD	SUM~b	   0.89
2(N34)	IG~b	   0.89
DUB~b	SIG7	   0.89
NUNUZ~a1	NUNUZ~a2	   0.89
3(N39~a)	MAR@g~a	   0.89
BU~a	SAR	   0.89
PAP@t	TAR~a	   0.89
TE	TI~a	   0.89
1(N57)	HI@g~b	   0.89
7(N01)	ALAN~c	   0.89
BA	NUNUZ~a1@t	   0.89
E2~a	RAD~a@g	   0.89
3(N05)	SUHUR	   0.89
3(N45)	GUL	   0.89
4(N48)	DUB~a	   0.89
4(N48)	USZ~a	   0.89
5(N01)	SUM~a@t	   0.89
9(N34)	BAR	   0.89
AGAR2	KASZ~c	   0.89
SA~a	ZATU628~a	   0.89
UDUNITA~a	ZATU838	   0.89
DI	SIG2~a2	   0.89
DIN	TI@r	   0.89
ERIN	SIG2~a2	   0.89
NIR~a	SZURUPPAK~b	   0.89
SUG5	SZEN~e	   0.89
ZATU647	ZATU776	   0.89
1(N58)	MES	   0.89
2(N04)	LAM~b	   0.89
9(N14)	UR5~a	   0.89
AB~a	SUHUR@t	   0.89
ANSZE~c	DU6~a	   0.89
ANSZE~c	ZATU681	   0.89
AZ	UH3~b	   0.89
DAH	UH3~b	   0.89
DARA3~c	ZATU681	   0.89
DAR~a	E~a	   0.89
DAR~b	KASKAL	   0.89
ENDIB	EN~a	   0.89
ENDIB	ZATU809	   0.89
MUD	USZ~a	   0.89
UR~a	ZATU718	   0.89
KAB	ZATU758	   0.89
KAL~b2	UKKIN~b	   0.89
UKKIN~b	URI	   0.89
DIN	ZATU726~d	   0.89
DU8~c	SZA3~c	   0.89
DUG~b	ZATU717	   0.89
KAR	KAR2~a	   0.89
NINDA2	SZA3~c	   0.89
NU11	ZATU752	   0.89
2(N18)	SAL	   0.89
5(N02)	ME~a	   0.89
APIN~b	U8	   0.89
KALAM~a	ZATU697~c	   0.89
MAH~a	SZAGAN	   0.89
1(N28)	6(N57)	   0.89
1(N37)	1(N40)	   0.89
1(N47)	5(N34)	   0.89
1(N48)	5(N05)	   0.89
1(N54)	5(N57)	   0.89
2(N05)	3(N34)	   0.89
2(N41)	KAK~a	   0.89
3(N05)	8(N18)	   0.89
3(N08)	ZAG~a	   0.89
4(N34)	NI2	   0.89
5(N20)	5(N34)	   0.89
5(N54)	DUG~a	   0.89
6(N01)	ZATU783	   0.89
6(N20)	U2~a	   0.89
6(N57)	U2~a	   0.89
8(N01)	SZURUPPAK~a	   0.89
9(N20)	KASZ~a	   0.89
DUG~a	NI2	   0.89
GU4@g	RU	   0.89
GU4@g	ZATU694~c	   0.89
HI	KIN2~d	   0.89
KU3~a	ZATU783	   0.89
KUR~a	ZATU839	   0.89
MIR~a	TA~b	   0.89
SILA3~a	ZATU648	   0.89
SUM~b	ZATU751~a	   0.89
TUR	ZABALAM~a	   0.89
ZATU838	ZATU839	   0.89
BA	BALA~a	   0.89
GUL	URU~a1	   0.89
NA~b	SZE3	   0.89
NA~b	TUR3~a	   0.89
NIGIN	SZUR2~b	   0.89
3(N57)	URI5	   0.89
AB~a@g	SUG5	   0.89
DILMUN	ZATU687	   0.89
DILMUN	ZATU753	   0.89
DUG~a	ZATU651@g	   0.89
ZATU686~a	ZATU686~b	   0.89
ASAR	SU~a	   0.89
2(N01)	GISZIMMAR~a3	   0.89
2(N14)	UH3~a	   0.89
AMA~b	LAM	   0.89
KALAM~g	NU11	   0.89
MUD3~c	PAP~a	   0.89
AMAR	BARA3	   0.89
AMAR	EZINU~a	   0.89
BAHAR2~a	SZITA@g~a	   0.89
DIM~a	SUKUD@g~d	   0.89
HAL	NA~a	   0.89
MAH~b	U2~b	   0.89
NU	NU11@t	   0.89
3(N34)	DANNA	   0.89
7(N14)	DANNA	   0.89
GAN2	IN~b	   0.89
LAGAB~b	SIG@g	   0.89
GI4~a	SA~a	   0.89
GA~b	HI	   0.89
1(N01)	3(N18)	   0.89
1(N08~v)	2(N08)	   0.89
1(N18)	2(N08)	   0.89
1(N19)	SILA3~a	   0.89
1(N20)	6(N34)	   0.89
1(N20)	SIG	   0.89
4(N14)	4(N18)	   0.89
4(N14)	RI8~a	   0.89
5(N03)	SZEN~b	   0.89
ME~a	UR3~b2	   0.89
SAG	UR5~b	   0.89
SILA4~c	TA~c	   0.89
SZU@g	UR3~b1	   0.89
1(N02)	UR4~a	   0.89
1(N57)	SIG2~d1	   0.89
3(N02)	NU@g	   0.89
9(N45)	HI	   0.89
BALA~a	IR~b	   0.89
PIRIG~b1	SZIR~b	   0.89
ZATU703	ZATU759	   0.89
1(N26)	NI~a	   0.89
1(N51)	2(N03)	   0.89
2(N42~a)	ZATU750	   0.89
3(N15)	ZATU675~d	   0.89
4(N42~a)	DUG~c	   0.89
5(N15)	GI	   0.89
5(N15)	UTUA~a	   0.89
BUR~a	GURUSZ~a	   0.89
DARA4~a1	ZATU759	   0.89
E2~c	MUSZEN	   0.89
GAN~a	ZATU759	   0.89
GISZIMMAR~a1	NAGA~a	   0.89
GURUSZDA~a	UR~b	   0.89
KA2	KISZ	   0.89
MUSZ3~a	TUM~c	   0.89
SUG	SZUM	   0.89
UR2	ZATU735~c	   0.89
1(N08~b)	3(N57)	   0.89
1(N19)	KAB	   0.89
2(N03)	GUKKAL~c	   0.89
3(N08)	TUR@g	   0.89
4(N08~c)	GUKKAL~c	   0.89
5(N04)	GISZ3~b	   0.89
5(N14)	UH	   0.89
APIN~a	TUR@g	   0.89
APIN~a	ZATU749~b	   0.89
DIN	MUD3~a	   0.89
1(N14)	UH3~a	   0.89
1(N01)	TAK4~a@n	   0.89
1(N04)	MASZ2@g	   0.89
1(N16)	E2~a	   0.89
1(N16)	UNUG~a	   0.89
1(N25)	KALAM~h	   0.89
1(N27)	SIG2~a2	   0.89
1(N28~b)	TAR~a	   0.89
1(N29~b)	KAB	   0.89
1(N34)	5(N35)	   0.89
1(N51)	UR2	   0.89
1(N54)	DU8~c@g	   0.89
10(N57)	4(N01)	   0.89
2(N01)	ZATU705	   0.89
2(N42~a)	UD5~a	   0.89
2(N57)	GA2~b	   0.89
3(N01)	ZATU682	   0.89
3(N14)	NAM~c	   0.89
3(N54)	MUSZEN	   0.89
3(N57)	5(N47)	   0.89
4(N01)	ZATU682	   0.89
4(N48)	ZATU752	   0.89
5(N01)	BAPPIR~d	   0.89
5(N14)	5(N35)	   0.89
5(N51)	ZATU757	   0.89
5(N57)	ZABALAM~a	   0.89
7(N02)	U2~a	   0.89
AB2	UTUA~a	   0.89
ABGAL	ZA~v	   0.89
AMAR	HASZHUR	   0.89
BAD	NIMGIR	   0.89
BAHAR2~b	ZATU682	   0.89
BU~a	KI~a	   0.89
DU8~c@g	UKKIN~b	   0.89
DUG~c	GAL~b	   0.89
E2~a	SILA4~a	   0.89
ERIM~a	ZATU750	   0.89
ERIM~a	ZATU757	   0.89
EZINU~d	SAL	   0.89
GA2~a2	KAK~a	   0.89
GAN~c	SZA@g	   0.89
GESZTU~b	HI~a	   0.89
GISZ@t	SZAGAN	   0.89
HI@g~a	SILA3~b	   0.89
HI@g~a	TUR3~b	   0.89
IB~b	MUN~a1	   0.89
KA2	NAGA~a	   0.89
KAD4~a	U4	   0.89
KAK~a	ZATU795	   0.89
KAR	KU~b2	   0.89
KAR2~b	SZE~a	   0.89
KASZ~a	SAGSZU	   0.89
KASZ~c	ZATU791	   0.89
KINGAL	SZITA~b3	   0.89
KISZ	ZATU686~a	   0.89
KU~b2	U2~b	   0.89
LAL3~a	SANGA~a	   0.89
LUGAL	N	   0.89
ME~a	ZATU688~a	   0.89
NAGAR~a	ZABALA~a	   0.89
NAGA~a	NESAG2~a	   0.89
NAM2	NAM~c	   0.89
NAM~b	SI	   0.89
NAM~b	SZE~a	   0.89
NI~a	UR3~b2	   0.89
NUNUZ~a1	RAD~a@g	   0.89
PA~a	U4@t	   0.89
PIRIG~b1	ZATU651@g	   0.89
SANGA~b	SUHUR	   0.89
SZA3~a1	ZA~v	   0.89
SZA3~a2	SZA@g	   0.89
SZA@g	ZATU651	   0.89
TUG2~a	UMUN2	   0.89
TUR3~b	ZATU710	   0.89
DUR2	KASZ~a	   0.89
1(N02)	NAMESZDA	   0.89
1(N51)	AB~b	   0.89
DUG~b	SUH3	   0.89
E3~a	SAG	   0.89
GADA~a	ZATU749~b	   0.89
1(N48)	SZA	   0.89
DAR~a	KU3~a	   0.89
I	UNUG~b	   0.89
NI~b	TUN3~a	   0.89
PA~a	SIMUG	   0.89
SI	UNUG~b	   0.89
3(N48)	NIMGIR	   0.89
6(N01)	KAL~b1	   0.89
DUB~a	GUM~b	   0.89
GI6	ZATU697~a	   0.89
GISZ@t	KAL~b1	   0.89
NAR	ZATU837~a	   0.89
SAG@g	ZATU776	   0.89
U2~a	UMUN2	   0.89
DUG~c	SZURUPPAK~a	   0.89
1(N24)	UNUG~b	   0.89
1(N34)	AZ	   0.89
2(N08)	3(N42~a)	   0.89
4(N04)	UDU	   0.89
4(N42~a)	GISZ3~b	   0.89
5(N02)	SIG7	   0.89
