sign1	sign2	closeness
UDU~a	ZABALAM~b	   0.90
UR4~b	ZATU751~a	   0.90
ZATU659	ZATU839	   0.90
ZATU811	ZATU855	   0.90
3(N58)	GURUSZDA	   0.90
E2~c	KU~b1	   0.90
GA2~a2	PU2	   0.90
SZUR2~a	ZATU751~a	   0.90
2(N51)	MUD	   0.90
8(N57)	BA	   0.90
DARA4~c5	SI	   0.90
3(N21)	SZA	   0.90
2(N42~a)	4(N21)	   0.90
DARA4~a1	KID~c	   0.90
E2~a	KID~c	   0.90
5(N57)	GI4~a	   0.90
8(N01)	ZATU825	   0.90
IB~a	ZATU825	   0.90
NUNUZ~a1@t	SIG2~b	   0.90
SZUR2~b	ZATU751~a	   0.90
DARA3~d	ERIM~a	   0.90
NANNA~b	NESAG2~a	   0.90
SI4~a	ZATU764	   0.90
NIM~a	TUG2~a@g	   0.90
NAB	SZA	   0.90
1(N19)	SZAGAN	   0.90
1(N58)	ZATU628~a	   0.90
2(N52)	APIN~a	   0.90
DUB~a	ESZDA	   0.90
GIR3~c	ZATU749~a	   0.90
BAR	ME~b	   0.90
PIRIG~b1	ZATU629	   0.90
1(N15)	SI	   0.90
1(N22)	MU	   0.90
4(N50)	ZATU756	   0.90
AB2	UZ	   0.90
AK~a	GAR@g~b	   0.90
ASZ2	MUSZ3~a	   0.90
ERIM~a	SUR	   0.90
MASZ2	MUD3~b	   0.90
MUD3~b	SZE~a	   0.90
1(N57)	GUN3~a	   0.90
KALAM~b	SZUM	   0.90
KAR	ZATU749~a	   0.90
9(N01)	UR	   0.90
DIN	SZIDIM	   0.90
RU	TI@t	   0.90
UDU~a	ZATU826	   0.90
9(N01)	SILANITA	   0.90
1(N03)	N	   0.90
1(N25)	NAB	   0.90
1(N39~a)	NESAG2~b	   0.90
2(N01)	DU8@c	   0.90
2(N08)	MAR~a	   0.90
2(N48)	KAB	   0.90
3(N20)	GA2~a2	   0.90
7(N01)	ERIM2	   0.90
8(N14)	KISZ	   0.90
AM~a	URI5	   0.90
BIR3~b	HI@g~a	   0.90
BIR3~b	ZATU710	   0.90
GISZ3~b	SUHUR@t	   0.90
GUR	SAL	   0.90
HASZHUR	SI4~f	   0.90
MAR~a	SUHUR@t	   0.90
MEN~a	SI4~d	   0.90
1(N50)	DANNA	   0.90
2(N50)	SIG@g	   0.90
3(N34)	SIG@g	   0.90
DARA4~c2	NI~a	   0.90
E~b	KU3~a	   0.90
4(N01)	LAM~a	   0.90
4(N01)	KU3~c	   0.90
4(N01)	URU~b2	   0.90
5(N14)	BARA2~a	   0.90
7(N34)	ZATU737	   0.90
ABGAL	SIG2~c1	   0.90
GUM~b	SUKKAL	   0.90
KASZ~b	SANGA~b	   0.90
MAR~b	UMBIN~b2	   0.90
NIR~b	UMBIN~b2	   0.90
NIR~b	ZATU678	   0.90
PA~b	ZATU678	   0.90
PIRIG~a1	RU	   0.90
PIRIG~a1	ZATU651@g	   0.90
SANGA~b	SZITA~a3	   0.90
URU~b2	ZATU693	   0.90
GAN~c	NIMGIR	   0.90
MAR~b	NUN~a	   0.90
SZAKIR~a	TUR3~a	   0.90
GESZTU~a	ZATU648	   0.90
GI6	ZATU633~b	   0.90
SZE3	UH3~a	   0.90
AD~a	GISZ@t	   0.90
ALIM	HASZHUR	   0.90
ALIM	KIN2~c	   0.90
U2~b	ZATU633~a	   0.90
ESZGAR	ME~a	   0.90
1(N03)	SZA3~a1	   0.90
1(N07~b)	BA	   0.90
1(N08)	SZA3~a1	   0.90
1(N09)	2(N07~b)	   0.90
1(N09)	EZINU~d	   0.90
1(N11)	1(N24)	   0.90
1(N14)	KA2~c	   0.90
1(N22)	KISAL~b1	   0.90
1(N34)	SILANITA~a	   0.90
1(N48)	MUSZEN	   0.90
2(N07~b)	UMUN2	   0.90
2(N45)	6(N48)	   0.90
2(N48)	KUR~b	   0.90
2(N57)	TI~a	   0.90
3(N39~a)	ZATU686~a	   0.90
4(N14)	KA2~c	   0.90
4(N14)	UBI~c	   0.90
4(N48)	SA~c	   0.90
4(N57)	SUHUR@t	   0.90
5(N01)	KUSZU2~b	   0.90
5(N34)	ADAB	   0.90
6(N01)	TUG2~d	   0.90
6(N34)	UBI~c	   0.90
7(N01)	UDU~b	   0.90
7(N34)	SZA	   0.90
8(N14)	BARA3	   0.90
AN	URU~c	   0.90
APIN~a	DU7	   0.90
AZ	DUG~a	   0.90
BAD~a	ZATU762~a	   0.90
BAN~a	GAN2	   0.90
DARA4~a1	GADA~a	   0.90
DARA4~b	EN~a	   0.90
DU	TA~e	   0.90
DUG~b	GIR3@g~b	   0.90
EN~a	SIG2~a	   0.90
EN~b	KUSZU2~b	   0.90
EZEN~a	UBI~a	   0.90
GA2~a1	UBI~a	   0.90
GIR3~c	ZATU813	   0.90
GISZ	GU4@g	   0.90
GISZ	NA2~b1	   0.90
GUB3~c	TE	   0.90
GU~a	MUD	   0.90
HASZHUR	ZATU756	   0.90
IB~a	UBI~c	   0.90
KAK~a	NESAG2~b	   0.90
KIR11	SILANITA~a	   0.90
LAGAB~a	LA~d	   0.90
LAGAR~a	SUHUR	   0.90
NI~a	ZATU813	   0.90
NU	NU@g	   0.90
NUMUN	SZA3~a1	   0.90
SZE~a@t	ZATU659	   0.90
SZIM~a	ZATU693	   0.90
TUG2~a	USZUMGAL	   0.90
TUN3~a	UNUG~b	   0.90
GAN~c	ZI~a	   0.90
GESZTU~b	UTUL~a	   0.90
KAR2~a	ZATU686~a	   0.90
KASZ~b	TAR	   0.90
KU6~a	URI5	   0.90
SUG5	ZATU686~b	   0.90
TUR	URI5	   0.90
1(N34)	SZENNUR~a	   0.90
1(N48)	2(N19)	   0.90
2(N40)	URU~a1	   0.90
3(N04)	9(N36)	   0.90
GARA2~a	TU~b	   0.90
GU4	KAL~a	   0.90
GU4	MEN~a	   0.90
GUKKAL~c	KISZ	   0.90
HALUB	U8	   0.90
KASKAL	TAG~b	   0.90
MA	SIG2~a1	   0.90
ME~a	PAD~a	   0.90
SZENNUR~a	ZATU718	   0.90
UD5~a	ZATU822	   0.90
GA2~a1	GIR3@g~b	   0.90
KAL~b2	LAL2~a	   0.90
KITI	MA	   0.90
ZATU773~a	ZATU819	   0.90
3(N14)	6(N45)	   0.90
8(N01)	9(N02)	   0.90
9(N45)	BU~a	   0.90
9(N45)	IL	   0.90
KU~b1	NA~d	   0.90
NU@g	RU	   0.90
SIG2~d1	TUN3~b	   0.90
ADAB	UTUL~b	   0.90
BUR2	NIM~a	   0.90
GIR3@g~a	GUB3~a	   0.90
GUB3~a	UMUN2	   0.90
NIR~b	USZ~b	   0.90
SUHUR	ZATU736~b	   0.90
AB~a	KIN2~c	   0.90
KINGAL	SUG5	   0.90
1(N19)	SZITA~a2	   0.90
1(N38)	ANSZE~a	   0.90
2(N01)	SU3	   0.90
2(N04)	HAL	   0.90
2(N39~a)	BARA2~a	   0.90
7(N34)	KU~b1	   0.90
8(N01)	SU3	   0.90
A	SANGAe	   0.90
ANSZE~a	SANGAe	   0.90
BIR3~c	GAN~b	   0.90
EN~a	KISAL~c	   0.90
ERIN	IM~b	   0.90
KISAL~c	SZE~a	   0.90
MASZ	SU3	   0.90
MIR~a	SZITA~a3	   0.90
UR2	ZATU839	   0.90
ZATU694~c	ZI~a	   0.90
APIN~a	HAL	   0.90
SZA3~a1	SZEG9	   0.90
LAL2~a	NI2	   0.90
MA	ZATU647	   0.90
2(N50)	UH3~a	   0.90
3(N14)	GIR~c	   0.90
3(N14)	ZATU702	   0.90
4(N01)	TUG2~b	   0.90
4(N57)	GISZ@t	   0.90
AK~a	SUKUD	   0.90
ANSZE~b	GARA2~a	   0.90
BAD~a	MES	   0.90
BAHAR2~a	ZATU737	   0.90
BIR3~c	E2~b	   0.90
BU~a	ZATU702	   0.90
DUB~d	NU	   0.90
DUR~b	TAR~c	   0.90
E2~a	ZATU675~c	   0.90
E2~b	ZATU778	   0.90
ENDIB	UR~a	   0.90
E~a	SUHUR@t	   0.90
GA2~a1	ZATU749~a	   0.90
GAR	SUHUR@n	   0.90
GA~a	SUHUR@n	   0.90
GA~a	ZATU681	   0.90
GESZTU~b	GU~a	   0.90
GISZ	HI@g~c	   0.90
GISZ@t	LAL2~a	   0.90
HASZHUR	LAGAR~a	   0.90
ILDUM~a	SZAB~a	   0.90
KAK~a	ZATU651	   0.90
KI	SUHUR@t	   0.90
KISIM~c	ZATU721	   0.90
LUGAL	UH3~b	   0.90
MES	ZABALAM~a	   0.90
NAGAR~a	SZAB~a	   0.90
NAM2	UH3~b	   0.90
NAM2	ZATU702	   0.90
NU11	SUG5	   0.90
PAP@t	PIRIG~b1	   0.90
SAL	ZATU759@t	   0.90
SI4~a	ZATU721	   0.90
SUHUR	ZAR~b1	   0.90
SUKUD	UNUG~c	   0.90
SZAH2~a	ZI~b	   0.90
SZESZ~b	ZATU697~a	   0.90
SZITA~b1	TUG2~a	   0.90
SZU2~a	ZATU788	   0.90
TAG~b	ZAR~b1	   0.90
UDU~a	ZATU681	   0.90
ZATU718	ZATU809	   0.90
ZATU721	ZI~b	   0.90
ZATU758	ZI~b	   0.90
ZATU759	ZATU759@t	   0.90
9(N01)	TUM~a	   0.90
BAHAR2~b	DUG~b	   0.90
NUNUZ~a0	UR2	   0.90
1(N15)	DA~a	   0.90
1(N34)	ZATU799	   0.90
3(N15)	ZATU718	   0.90
4(N02)	4(N14)	   0.90
4(N02)	URI3~a	   0.90
8(N02)	PA~a	   0.90
SU~c	SZUM	   0.90
ZATU647	ZATU651@g	   0.90
1(N04)	BAD~a	   0.90
2(N39~a)	SILA3~a	   0.90
BAN~a	SUG5	   0.90
E2~b	GUG2~a	   0.90
IR~a	SIG2~b	   0.90
LISZ	SIG7	   0.90
SZA3~a2	TE	   0.90
MASZ	NAM2@g	   0.90
AD~a	APIN~a	   0.90
NIM~a	UR2	   0.90
1(N06)	DARA4~c1	   0.90
AN	LA~c	   0.90
BAHAR2~a	LAGAB~a	   0.90
MASZ	ZATU848	   0.90
NINDA2	ZATU684	   0.90
SA~c	UDUNITA~a	   0.90
U4	ZATU847	   0.90
ZATU628~a	ZATU848	   0.90
1(N25)	3(N21)	   0.90
2(N05)	N(N57)	   0.90
3(N39~a)	MEN~a	   0.90
AD~c	BAN~b	   0.90
1(N42~a)	UTUL~a	   0.90
1(N50)	N	   0.90
2(N01)	UZU	   0.90
2(N34)	BIR3~c	   0.90
2(N34)	SZAKIR~a	   0.90
2(N35)	BAHAR2~a	   0.90
4(N02)	GIR3~c	   0.90
AB~a	USZUMGAL	   0.90
ANSZE~b	KAR2	   0.90
ANSZE~b	SUKKAL	   0.90
BAD3~b1	ZATU724	   0.90
GA2~a1	UZU	   0.90
GAN~a	ZATU707~a	   0.90
GUM~b	ZATU625	   0.90
KAR2	KISZ	   0.90
KI@n	ZATU623	   0.90
KI@n	ZATU723	   0.90
KU6~a	SZAKIR~a	   0.90
NAR	ZAG~a	   0.90
NIM~b1	SIG2~a1	   0.90
NIM~b2	ZATU758	   0.90
NI~a@g	SIG7	   0.90
NU	ZATU758	   0.90
SUKUD~d	TAK4~a	   0.90
SZU	SZU12	   0.90
DARA4~a1	UMBIN~a	   0.90
NIR~a	TI@r	   0.90
SUG5	TI@r	   0.90
AMAR	GIR2~a	   0.90
LAGAR~a	SZU2~a	   0.90
LAGAR~a	UDUNITA~a	   0.90
NUNUZ~a1@t	UTUA~a	   0.90
GI6	NAGAR~b	   0.90
5(N08)	LAGAB~a	   0.90
1(N15)	ERIM~a	   0.90
4(N04)	KASZ~c	   0.90
4(N36)	AN	   0.90
6(N19)	7(N34)	   0.90
AD~c	USZ~a	   0.90
BA	GESZTU~c	   0.90
BAN~b	NAMESZDA	   0.90
DU8~c	UDUNITA~c	   0.90
DUB~a	ZATU795	   0.90
E~b	ZATU703	   0.90
KID~a	SZENNUR~a	   0.90
KISZIK~a	MUD3~a	   0.90
MU	ZATU773	   0.90
MUD3~b	NAM2	   0.90
NIR~a	UZ	   0.90
SAR~a	URUDU~c	   0.90
AD~c	NE~a	   0.90
DIM~c	KU6~a	   0.90
GU4@g	SAG	   0.90
IL	KUR~a	   0.90
IL	SZA	   0.90
KAR2~a	NIGIN	   0.90
KAK~a	ZI~a	   0.90
1(N15)	SZAH2~a	   0.90
1(N19)	1(N24')	   0.90
1(N22@v)	5(N14)	   0.90
1(N22@v)	ZATU625	   0.90
1(N24)	4(N18)	   0.90
1(N24)	BU3~a	   0.90
2(N03)	NIN	   0.90
2(N14)	SUM~a@t	   0.90
2(N40)	ZATU788	   0.90
3(N02)	AL	   0.90
3(N02)	KU~b1	   0.90
3(N48)	TUR	   0.90
3(N57)	NUNUZ~a2	   0.90
4(N18)	EN~a	   0.90
4(N48)	KISZ	   0.90
5(N03)	KI	   0.90
6(N01)	ZATU831@g	   0.90
9(N34)	DI	   0.90
AGAR2	UR~a	   0.90
BIR~c	NI~b	   0.90
BU~a	ZATU694	   0.90
DARA3~a	SIG7	   0.90
EN~b	SILA3~a	   0.90
GISZ@t	UNUG~a@s	   0.90
N	SZAB~b	   0.90
NAM~a	TAR~a	   0.90
NI~a	SUM~a@t	   0.90
SZUBUR	ZATU694	   0.90
TE	ZATU831@g	   0.90
ZATU625	ZATU759	   0.90
KAL~b1	ZATU686~a	   0.90
GESZTU~c	GU	   0.90
GESZTU~c	SZU2	   0.90
KASZ~c	ZATU624~b	   0.90
SAG@g	SUKUD@g~d	   0.90
UTUA~a	ZATU628~b	   0.90
ADAB	NIM~a	   0.90
5(N19)	PAP@t	   0.90
6(N01)	ZATU843	   0.90
DUR~b	NIM~b2	   0.90
DUR~b	ZATU843	   0.90
PAP@t	ZATU756	   0.90
UR3~a1	ZATU693	   0.90
AMAR	NIN	   0.90
BAHAR2~a	IN~b	   0.90
BAHAR2~a	MAH~b	   0.90
BAHAR2~a	TAR	   0.90
2(N19)	BALAG	   0.90
2(N19)	ZATU810	   0.90
3(N19)	TUN3~a	   0.90
NI~b	TILLA2	   0.90
SI4~f	UMUN2	   0.90
2(N05)	DUG~b	   0.90
10(N01)	U4	   0.90
1(N18)	5(N14)	   0.90
1(N24')	GAL~b	   0.90
1(N40)	GAN2	   0.90
2(N05)	UR~a	   0.90
3(N39~a)	DAR~a	   0.90
5(N05)	AD~a	   0.90
BIR	TUR3~a	   0.90
GAN2	HI@g	   0.90
GU~a	SANGA~a	   0.90
NA2~b1	TUN3~a	   0.90
NA2~b1	UKKIN~a	   0.90
2(N57)	BAPPIR~a	   0.90
3(N02)	GARA2~a	   0.90
3(N02)	SIG2~b	   0.90
4(N08)	ZATU753	   0.90
6(N01)	ZATU832	   0.90
8(N01)	ZATU631	   0.90
A	ZATU852	   0.90
AB~a	BAPPIR~a	   0.90
ALAN~c	SZU2	   0.90
ANSZE~b	URU~a1	   0.90
BAHAR2~b	SIG2~b	   0.90
BAHAR2~c	IR11	   0.90
BAR	ZATU852	   0.90
DAR~a	ZATU778	   0.90
DI	LAM	   0.90
DIM~a	GURUSZ~a	   0.90
DUG~c	ZATU732	   0.90
EN2	SU~a	   0.90
KA2	NAB	   0.90
LAM	SIG2~b	   0.90
SI	ZATU832	   0.90
2(N23)	NUN~a	   0.90
3(N59)	6(N59)	   0.90
3(N59)	UTUL~a	   0.90
6(N34)	7(N59)	   0.90
1(N04)	1(N26~b)	   0.90
1(N30~c)	UR~a	   0.90
4(N04)	BAR	   0.90
4(N41)	ZATU752	   0.90
KALAM~h2	NIN	   0.90
TI@t	ZATU628~a	   0.90
U4	UR	   0.90
1(N57)	GALGA~b	   0.90
DUR~b	ZATU752	   0.90
GALGA~b	PAP~a	   0.90
GARA2~a	NU	   0.90
1(N26)	SILA3~a	   0.90
1(N42~a)	SIG2~a3	   0.90
2(N42~a)	KUR~a	   0.90
5(N01)	SUG	   0.90
AB~a	SUG	   0.90
BAHAR2~b	ZATU759	   0.90
BUR~a	ZATU759	   0.90
DUR2	SZUR2~a	   0.90
E2~a	GURUSZDA~a	   0.90
E2~c	GI	   0.90
RAD~a	ZATU735~c	   0.90
TUG2~a	ZATU735~c	   0.90
UR4~b	ZATU750	   0.90
4(N39~a)	6(N01)	   0.90
4(N01)	NA2~b1	   0.90
APIN~b	UR~a	   0.90
DU7	MAH~a	   0.90
9(N01)	LAM~b	   0.90
4(N01)	MAR@g~a	   0.90
5(N01)	TI~a	   0.90
APIN~b	DU6~a	   0.90
DU6~a	MAR~b	   0.90
DU6~a	SAR	   0.90
E~b	URU~a1	   0.90
MAR@g~a	SZE~a	   0.90
ME~a	SAR	   0.90
PAP@t	TUR	   0.90
SUM~b	TI~a	   0.90
2(N41)	6(N14)	   0.90
AZ	SZAM2	   0.90
BIR3~a	SI4~f	   0.90
9(N01)	ZATU762~b	   0.90
EN~a	ZATU762~b	   0.90
NAM2	sag-apin~a	   0.90
ZATU697~a	sag-apin~a	   0.90
1(N02)	8(N57)	   0.90
DUR~b	ZATU749~c	   0.90
1(N01)	SIG@g	   0.90
1(N22)	IN~b	   0.90
1(N50)	KU~b1	   0.90
1(N50)	TAR~a	   0.90
DARA4~c2	KAL~b2	   0.90
IN~b	NIM~b1	   0.90
1(N01)	A2	   0.90
1(N01)	SZIDIM@t	   0.90
1(N01)	UD5~a@g	   0.90
1(N05)	1(N06)	   0.90
1(N05)	GA'AR~a1	   0.90
1(N06)	2(N21)	   0.90
1(N06)	KAB	   0.90
1(N06)	SZE3	   0.90
1(N14)	1(N57@t)	   0.90
1(N14)	ERIM~b2	   0.90
1(N14)	GA2~a	   0.90
1(N14)	ZATU834	   0.90
1(N18)	PAD~a	   0.90
1(N19)	SZE~b	   0.90
1(N20)	3(N41)	   0.90
1(N24)	2(N48)	   0.90
1(N24~a)	4(N39~a)	   0.90
1(N24~b)	1(N30~e)	   0.90
1(N28)	2(N29A~b)	   0.90
1(N30~e)	4(N14)	   0.90
1(N34)	LUGAL	   0.90
1(N39~a)	GA2~a	   0.90
1(N39~a)	UDU~c	   0.90
1(N41)	2(N29A~b)	   0.90
1(N45)	1(N54)	   0.90
1(N45)	2(N54)	   0.90
1(N50)	GISZ3~b	   0.90
1(N51)	5(N01@f)	   0.90
1(N57)@t	AB~a@g	   0.90
1(N57)@t	GISZIMMAR~a3	   0.90
1(N57@t)	NUN~a	   0.90
1(N58)	URUDU@g~b	   0.90
2(N01)	KA2~b	   0.90
2(N01@f)	NE~a	   0.90
2(N01@f)	U4	   0.90
2(N04)	EZINU~a	   0.90
2(N05)	3(N18)	   0.90
2(N08)	DUR~a	   0.90
2(N08)	GADA~a	   0.90
2(N14)	9(N08)	   0.90
2(N14)	ZATU680~b	   0.90
2(N18)	SZEN~b	   0.90
2(N39~a)	n	   0.90
2(N40)	KASZ~c	   0.90
2(N50)	HAL	   0.90
2(N54)	3(N14)	   0.90
2(N57)	SUKUD@g~c	   0.90
3(N01)	UR5~b	   0.90
3(N02)	GIR3~a	   0.90
3(N18)	A	   0.90
3(N34)	DARA4~a2	   0.90
3(N39~a)	DILMUN	   0.90
3(N48)	MA	   0.90
4(N03)	KU6~a	   0.90
4(N14)	9(N18)	   0.90
4(N14)	ZATU707~a	   0.90
4(N18)	SZEN~b	   0.90
4(N19)	BULUG3	   0.90
4(N45)	SZE3	   0.90
4(N57)	KU~b1	   0.90
4(N58)	A	   0.90
4(N58)	EN~a	   0.90
5(N01)	6(N51)	   0.90
5(N01@f)	NINDA2	   0.90
5(N03)	MUD	   0.90
5(N14)	BAN~a	   0.90
5(N54)	UDU~a	   0.90
5(N58)	EN~a	   0.90
5(N58)	PA~a	   0.90
6(N01)	MAGUR~b	   0.90
6(N02)	BUR2	   0.90
6(N02)	NESAG2~a	   0.90
6(N20)	ZATU644~a	   0.90
6(N51)	ZATU800	   0.90
7(N02)	DUG~b	   0.90
7(N45)	KI	   0.90
7(N51)	DUG~a	   0.90
7(N51)	GAR	   0.90
8(N14)	ZATU659	   0.90
8(N19)	SUKKAL	   0.90
9(N01)	ZATU707~b	   0.90
9(N14)	ZATU773~b	   0.90
9(N19)	DUB~a	   0.90
A	SU3	   0.90
A	UDU	   0.90
A	UR~c	   0.90
A2	SAG	   0.90
A2	ZATU766	   0.90
AB2	URU~a2	   0.90
ABZU	IR~a	   0.90
AB~a	ILDUM~b	   0.90
AB~a	SAR	   0.90
AB~a	ZATU834	   0.90
AB~a@g	SZUBUR	   0.90
AK~a	GURUSZ~a	   0.90
AL	KID~b	   0.90
ALAN~a	ZATU737	   0.90
AMA~a	ERIM~b2	   0.90
AMA~a	ZATU729	   0.90
AMA~b	GISZ	   0.90
AMA~b	UR~c	   0.90
ANSZE~a	EN@g~b	   0.90
APIN~a	NA2~b1	   0.90
APIN~a	ZATU839	   0.90
ARARMA2~a	SIG2~b	   0.90
BA	DARA4~a2	   0.90
BAHAR2~a	SAR~a	   0.90
BAHAR2~b	DAR~a	   0.90
BALA~a	SILA4~a	   0.90
BAN~b	ZABALAM~a	   0.90
BU3	HAL	   0.90
BULUG3	ZATU697~b	   0.90
BUR~b	SZEN~a	   0.90
BU~b	SZESZ~a	   0.90
DARA3~c	UNUG~a	   0.90
DARA3~d	SZE~a@t	   0.90
DARA4~a1	HI~b	   0.90
DARA4~a2	EN~a	   0.90
DARA4~c	KU3~a	   0.90
DARA4~c2	DUR~a	   0.90
DA~a	NU@g	   0.90
DA~b	SANGA~a	   0.90
DIM~a	SZE~a@t	   0.90
DISZ	ZATU753	   0.90
DUB~a	NINLIL	   0.90
DUG~a	ZATU632~a	   0.90
DUG~c	UR3~a2	   0.90
EN@g~b	GAR3	   0.90
EN~a	TAG~d	   0.90
EN~a	ZATU707~b	   0.90
EN~a	ZATU841	   0.90
EN~b	URU~a3	   0.90
EN~b	ZATU680~b	   0.90
ERIM2	GA2~a1	   0.90
ERIM2	UR2	   0.90
ERIM~a	MAGUR~b	   0.90
EZEN~a	ZATU651@g	   0.90
EZINU~d	NU	   0.90
EZINU~d	ZATU737	   0.90
GA2~a2	MUN~a1	   0.90
GAN~c	NANNA~b	   0.90
GAR3	UNUG~a	   0.90
GA~a	KUR@g~a	   0.90
GA~a	SZIM~b	   0.90
GESZTU~a	SA~c	   0.90
GESZTU~c5	SUM~a	   0.90
GIBIL	ZATU687	   0.90
GIR3@g~b	GU4	   0.90
GIR3@g~b	NAB	   0.90
GIR3@g~c	SUKKAL	   0.90
GISZIMMAR~a2	SUHUR	   0.90
GUM~a	MAR~a	   0.90
GUM~a	NESAG2~a	   0.90
GURUSZDA~a	ZATU647	   0.90
HASZHUR	MEN~a	   0.90
HI	ZATU773~b	   0.90
HI~a	MASZ2	   0.90
HI~a	NIM~b1	   0.90
HI~a@g	UNUG~a	   0.90
HI~b	ZATU773	   0.90
IB~b	RAD~a	   0.90
ILDUM~b	NI2	   0.90
IM~b	MUSZEN	   0.90
IM~b	PIRIG~b1	   0.90
IN~b	NINDA2	   0.90
IRHAN	SZE~a	   0.90
KAK~a	NU@g	   0.90
KAK~a	ZATU718	   0.90
KALAM~a	URU~a3	   0.90
KAR2~a	NI~b	   0.90
KAR2~b	URI	   0.90
KASZ~b	n	   0.90
KI	SIG2~a3	   0.90
KIB	NU	   0.90
KISAL~a1	SZITA~a1	   0.90
KITI	ZATU777	   0.90
KU3~a	NESAG2~b	   0.90
KU3~a	ZATU625	   0.90
KU3~a	ZATU773~b	   0.90
KU6~a	ZATU787	   0.90
KU~b1	SZEN~c@t	   0.90
KU~b1	SZIR~a	   0.90
LAGAB~b	PAD~a	   0.90
LAGAB~b	TU~a	   0.90
LAM	URI3~a	   0.90
LISZ	NIM~a	   0.90
MA	ZATU621~a	   0.90
MAH~a	UKKIN~b	   0.90
MAH~a	UTUL~a	   0.90
MAR~b	U8	   0.90
ME~a	URU~a1@n	   0.90
NA	U4	   0.90
NA2~b2	SUHUR	   0.90
NANNA~b	SZU	   0.90
NI2	TU~b	   0.90
NIR~a	TAG~d	   0.90
NIR~b	SIG7	   0.90
NUN~a	UBI~a	   0.90
PAP~a	ZATU835	   0.90
PIRIG~b1	SILA4~a	   0.90
SANGA~b	U4	   0.90
SI4~f	SZU2~b	   0.90
SILA3~d	TE	   0.90
SIPA	ZAG~a	   0.90
SUHUR	ZATU785	   0.90
SZA3~a2	ZATU762~a	   0.90
SZAB~a	ZATU752	   0.90
SZE3	UR3~a2	   0.90
SZIM~a	ZATU829	   0.90
SZIR~a	SZITA~a3	   0.90
SZU	UDU	   0.90
SZU2	ZATU704	   0.90
SZUBUR	SZURUPPAK~a	   0.90
SZURUPPAK~a	ZATU686~a	   0.90
TE	ZATU662	   0.90
TUG2~b	ZATU758	   0.90
TUM~a	ZATU644~a	   0.90
TUR	ZATU773~b	   0.90
TU~a	ZATU694~c	   0.90
U4	URU~a2	   0.90
UR5~b	ZATU759	   0.90
ZATU750	ZATU777	   0.90
2(N34)	SZAB~a	   0.90
SIG	ZATU694~c	   0.90
1(N16)	LAGAB~b	   0.90
AB~b	NIM~a	   0.90
BAN~b	NAM~d	   0.90
BUR~a	LA2	   0.90
DUG~b	NUNUZ~a2	   0.90
GUB3~a	NUNUZ~a1	   0.90
IG~b	ZATU694~c	   0.90
MUNSZUB~b	SIG7	   0.90
SILA4~c	TUM~a	   0.90
TUM~a	UD5~a	   0.90
1(N01)	10(N01)	   0.90
DARA4~a1	ESZGAR	   0.90
MUSZ3~a	SUH3	   0.90
SILANITA	SZUBUR	   0.90
GUN3~a	SUG5	   0.90
PAD~a	SIG2~e	   0.90
HASZHUR	URU~a1	   0.90
1(N08~b)	EN2	   0.90
2(N03)	2(N19)	   0.90
2(N45)	UH	   0.90
3(N02)	KAB	   0.90
4(N05)	SZUBUR	   0.90
4(N08~c)	APIN~a	   0.90
5(N01)	LISZ	   0.90
AB~a	GUKKAL~c	   0.90
APIN~a	DARA4~c4	   0.90
DARA4~c4	HI@g~a	   0.90
DUG~a	LISZ	   0.90
EN2	UR3~b2	   0.90
GAR	ZATU826	   0.90
NAR	TUR@g	   0.90
TUR@g	U2~b	   0.90
4(N57)	BARA3	   0.90
MASZ	NAGAR~a	   0.90
1(N14)	TA~d	   0.90
ASAR	LUM	   0.90
ASAR	TI	   0.90
ASZ	GU4	   0.90
DIM~a	TUM~a	   0.90
GAR@g~b	PAP~a	   0.90
GAR@g~b	TUN3~c	   0.90
1(N46)	ZATU788	   0.90
2(N41)	USZ~a	   0.90
3(N41)	LUGAL	   0.90
4(N19)	NUNUZ~a1	   0.90
5(N04)	NUNUZ~a1	   0.90
5(N19)	ZATU788	   0.90
GU7	ZATU811	   0.90
HI	ZATU676~b	   0.90
SZIM~a	ZATU676~b	   0.90
1(N57)@t	NAMESZDA	   0.90
BAD3~b2	SZE~a	   0.90
1(N25)	KALAM~a	   0.90
1(N37)	5(N01)	   0.90
1(N37)	8(N01)	   0.90
2(N47)	DUR~b	   0.90
3(N05)	9(N14)	   0.90
4(N14)	ZATU815	   0.90
5(N21)	GIR3@g~b	   0.90
5(N21)	RU	   0.90
7(N19)	KALAM~b	   0.90
NAM2	URUDU@g~d	   0.90
SANGA~a	URUDU@g~d	   0.90
NIGIN	NINKUM	   0.90
ALIM	SZE~a	   0.90
BANSZUR~b1	NUN~a	   0.90
DUB~b	LAM~a	   0.90
GISZIMMAR~a2	PU2	   0.90
KAK~a	LISZ	   0.90
LI	MASZ	   0.90
1(N43)	SIG	   0.90
2(N21)	ZATU764	   0.90
2(N36)	9(N19)	   0.90
2(N46)	6(N34)	   0.90
3(N51)	DUG~b	   0.90
4(N14)	GISZGAL	   0.90
DUG~b	UDU~c	   0.90
GADA~b@g	LA2	   0.90
GADA~b@g	NUN~a	   0.90
LU2	SZITA~a1	   0.90
EN~a	ZATU847	   0.90
KA~a	ZATU847	   0.90
1(N08)	DA~b	   0.90
1(N08)	I	   0.90
1(N38)	5(N20)	   0.90
