sign1	sign2	closeness
2(N57)	UH3~a	   2.74
2(N19)	NAM2	   2.73
LAGAB~b	ME~a	   2.72
1(N57)	UH3~a	   2.71
4(N01)	RAD~a@g	   2.71
KAB	RU	   2.71
LAGAB~b	SILA3~a	   2.71
ME~a	U2~b	   2.71
SIG2~a1	ZATU686~a	   2.71
2(N57)	GIR3~c	   2.71
1(N46)	NAM2	   2.70
GARA2~a	LAGAB~b	   2.70
SILA3~a	U2~b	   2.70
GARA2~a	U2~b	   2.69
4(N01)	KU3~a	   2.68
ME~a	RU	   2.68
LAGAB~b	RAD~a@g	   2.67
RU	SILA3~a	   2.67
NIM~b2	UH3~a	   2.66
GARA2~a	RU	   2.66
RAD~a@g	U2~b	   2.66
2(N39~a)	USZ~a	   2.65
2(N57)	ISZ~a	   2.65
LAL2~a	UH3~a	   2.65
4(N01)	ZATU686~a	   2.64
EN~a	UH3~a	   2.64
KU3~a	LAGAB~b	   2.63
2(N39~a)	SZUBUR	   2.63
KU3~a	U2~b	   2.62
RAD~a@g	RU	   2.62
2(N39~a)	GAL~a	   2.61
6(N14)	USZ~a	   2.61
2(N57)	IDIGNA	   2.61
RAD~a	UH3~a	   2.60
LAGAB~b	ZATU686~a	   2.60
2(N57)	NUN~a	   2.60
2(N39~a)	IM~a	   2.59
6(N14)	SZUBUR	   2.59
LAL2~a	NA	   2.59
USZ~a	n	   2.59
KU3~a	RU	   2.59
U2~b	ZATU686~a	   2.59
SZA	UH3~a	   2.58
IM~a	UH3~a	   2.58
BU~a	SUHUR	   2.57
2(N39~a)	SZA	   2.57
6(N14)	GAL~a	   2.57
LAL2~a	SUKUD@v	   2.57
NA	NIM~b2	   2.57
SZUBUR	n	   2.57
GAL~a	UH3~a	   2.57
2(N57)	EZINU~d	   2.56
RU	ZATU686~a	   2.56
UH3~a	USZ~a	   2.55
2(N57)	AN	   2.55
6(N14)	IM~a	   2.55
GAL~a	n	   2.55
KASZ~a	USZ~a	   2.55
NIM~b2	SUKUD@v	   2.55
KAB	TAR~a	   2.54
4(N41)	PA~a	   2.54
1(N25)	KAB	   2.53
6(N14)	SZA	   2.53
IM~a	n	   2.53
KASZ~a	SZUBUR	   2.53
1(N42)	KAB	   2.52
2(N19)	PA~a	   2.52
ME~a	TAR~a	   2.51
2(N57)	KA~a	   2.51
2(N57)	KI	   2.51
GAL~a	KASZ~a	   2.51
SZA	n	   2.51
1(N25)	ME~a	   2.50
SILA3~a	TAR~a	   2.50
SZU	UH3~a	   2.50
1(N25)	SILA3~a	   2.49
1(N42)	ME~a	   2.49
GARA2~a	TAR~a	   2.49
PA~a	UH3~a	   2.49
1(N46)	PA~a	   2.49
IM~a	KASZ~a	   2.48
1(N25)	GARA2~a	   2.48
1(N42)	SILA3~a	   2.48
KAB	KASZ~b	   2.48
NAM2	UH3~a	   2.47
1(N42)	GARA2~a	   2.47
SUKKAL	UH3~a	   2.47
KASZ~a	SZA	   2.46
AB~a	UH3~a	   2.46
RAD~a@g	TAR~a	   2.46
DUG~b	SUKKAL	   2.45
A	UH3~a	   2.45
1(N25)	RAD~a@g	   2.44
KASZ~b	ME~a	   2.44
3(N14)	BU~a	   2.44
KU6~a	UH3~a	   2.44
1(N42)	RAD~a@g	   2.43
KASZ~b	SILA3~a	   2.43
GI	KAB	   2.43
GARA2~a	KASZ~b	   2.42
KU3~a	TAR~a	   2.42
GI	ME~a	   2.42
GI	SILA3~a	   2.42
GARA2~a	GI	   2.42
GI	RAD~a@g	   2.42
GI	KU3~a	   2.41
1(N25)	KU3~a	   2.41
GI	ZATU686~a	   2.41
1(N42)	KU3~a	   2.40
2(N39~a)	LAL2~a	   2.40
2(N57)	SAG	   2.39
KASZ~b	RAD~a@g	   2.39
TAR~a	ZATU686~a	   2.39
NAR	UH3~a	   2.39
2(N39~a)	NIM~b2	   2.38
1(N25)	ZATU686~a	   2.38
2(N57)	KI@n	   2.38
3(N39~a)	UH3~a	   2.38
KAB	NUN~a	   2.37
1(N42)	ZATU686~a	   2.37
ME~a	NUN~a	   2.37
NUN~a	SILA3~a	   2.36
2(N57)	KASZ~c	   2.36
GARA2~a	NUN~a	   2.36
NUN~a	RAD~a@g	   2.36
6(N14)	LAL2~a	   2.36
KU3~a	NUN~a	   2.36
KASZ~b	KU3~a	   2.36
NUN~a	ZATU686~a	   2.35
2(N57)	BAN~b	   2.35
6(N14)	NIM~b2	   2.34
LAL2~a	n	   2.34
2(N57)	ZATU759	   2.33
KAB	ZATU694~c	   2.33
HI~a	UH3~a	   2.33
KAB	KISIM~a	   2.32
KASZ~b	ZATU686~a	   2.32
SANGA~a	UH3~a	   2.32
2(N57)	DU	   2.32
NIM~b2	n	   2.31
SAL	UH3~a	   2.31
DUG~b	NAM2	   2.31
SUHUR	SUKKAL	   2.31
NIM~b1	UH3~a	   2.31
ME~a	ZATU694~c	   2.30
GI4~a	UH3~a	   2.30
KASZ~a	LAL2~a	   2.29
KAB	KA~a	   2.29
2(N57)	UR4~a	   2.29
KA~a	ME~a	   2.29
KISIM~a	ME~a	   2.29
SILA3~a	ZATU694~c	   2.29
KA~a	SILA3~a	   2.29
GARA2~a	KA~a	   2.29
KA~a	RAD~a@g	   2.28
KA~a	KU3~a	   2.28
SZE~a	UH3~a	   2.28
GARA2~a	ZATU694~c	   2.28
KISIM~a	SILA3~a	   2.28
KA~a	ZATU686~a	   2.28
KASZ~a	NIM~b2	   2.27
GARA2~a	KISIM~a	   2.27
2(N57)	APIN~a	   2.26
4(N14)	KAB	   2.26
TE	UH3~a	   2.25
RAD~a@g	ZATU694~c	   2.24
KISIM~a	RAD~a@g	   2.23
NI~a	UH3~a	   2.23
SILA3~d	UH3~a	   2.23
4(N14)	ME~a	   2.22
4(N14)	SILA3~a	   2.21
KU3~a	ZATU694~c	   2.21
MASZ2	UH3~a	   2.21
3(N14)	SUKKAL	   2.20
4(N14)	GARA2~a	   2.20
6(N01)	KAB	   2.20
KISIM~a	KU3~a	   2.20
NAM2	SUHUR	   2.18
ZATU686~a	ZATU694~c	   2.18
1(N14)	UH3~a	   2.18
NUN~a	UH3~a	   2.18
TUN3~a	UH3~a	   2.17
4(N14)	RAD~a@g	   2.17
6(N01)	ME~a	   2.17
GIR3~c	KAB	   2.17
KISIM~a	ZATU686~a	   2.17
DILMUN	UH3~a	   2.16
6(N01)	SILA3~a	   2.16
1(N08)	2(N57)	   2.15
6(N01)	GARA2~a	   2.14
DUG~b	PA~a	   2.14
4(N14)	KU3~a	   2.13
GIR3~c	ME~a	   2.13
GI	UH3~a	   2.13
N	UH3~a	   2.13
GIR3~c	SILA3~a	   2.12
ISZ~a	KAB	   2.12
KA~a	UH3~a	   2.12
6(N01)	RAD~a@g	   2.11
GARA2~a	GIR3~c	   2.11
4(N14)	ZATU686~a	   2.10
3(N57)	UH3~a	   2.09
IDIGNA	KAB	   2.09
ISZ~a	ME~a	   2.09
3(N14)	NAM2	   2.09
KISZ	UH3~a	   2.08
6(N01)	KU3~a	   2.08
GIR3~c	RAD~a@g	   2.08
ISZ~a	SILA3~a	   2.08
NAGA~a	UH3~a	   2.07
GARA2~a	ISZ~a	   2.07
2(N01)	UH3~a	   2.07
2(N14)	UH3~a	   2.06
EZINU~d	KAB	   2.06
IDIGNA	ME~a	   2.06
6(N01)	ZATU686~a	   2.04
AN	KAB	   2.04
GIR3~c	KU3~a	   2.04
IDIGNA	SILA3~a	   2.04
SZU2	UH3~a	   2.04
4(N41)	USZ~a	   2.04
GARA2~a	IDIGNA	   2.03
ISZ~a	RAD~a@g	   2.03
PA~a	SUHUR	   2.03
EZINU~d	ME~a	   2.02
3(N01)	UH3~a	   2.02
2(N19)	USZ~a	   2.02
4(N41)	SZUBUR	   2.02
AN	ME~a	   2.01
EZINU~d	SILA3~a	   2.01
GIR3~c	ZATU686~a	   2.01
KAB	KI	   2.01
UH3~a	URU~a1	   2.01
AN	SILA3~a	   2.00
EZINU~d	GARA2~a	   2.00
IDIGNA	RAD~a@g	   2.00
ISZ~a	KU3~a	   2.00
1(N46)	USZ~a	   2.00
2(N19)	SZUBUR	   2.00
4(N41)	GAL~a	   2.00
1(N01)	ADAB	   2.00
1(N01)	GAN2	   2.00
1(N01)	HI	   2.00
1(N01)	KASKAL	   2.00
1(N01)	LAM~b	   2.00
1(N01)	SILA4~b	   2.00
1(N01)	SZA3~a1	   2.00
1(N01)	TUM~a	   2.00
1(N01)	UB	   2.00
1(N01)	UR~a	   2.00
ADAB	SZUBUR	   2.00
GAN2	SZUBUR	   2.00
HI	NUN~a	   2.00
KASKAL	SZUBUR	   2.00
LAM~b	SZUBUR	   2.00
SILA4~b	SZUBUR	   2.00
SZA3~a1	SZUBUR	   2.00
SZUBUR	TUM~a	   2.00
SZUBUR	UB	   2.00
SZUBUR	UR~a	   2.00
HI	SZUBUR	   1.99
AN	GARA2~a	   1.99
ADAB	SILA4~b	   1.99
GAN2	SZA3~a1	   1.99
GAN2	SZE~a	   1.99
GI	TUM~a	   1.99
GI	UR~a	   1.99
HI	UH3~a	   1.99
KASKAL	LAM~b	   1.99
KASKAL	NUN~a	   1.99
KA~a	LAM~b	   1.99
MUSZEN	TUM~a	   1.99
MUSZEN	UB	   1.99
SILA4~b	UB	   1.99
ADAB	KA~a	   1.98
HI	KASKAL	   1.98
SZA3~a1	UR~a	   1.98
KI	ME~a	   1.98
1(N46)	SZUBUR	   1.98
2(N19)	GAL~a	   1.98
4(N41)	IM~a	   1.98
SIG2~a1	UH3~a	   1.97
ADAB	UB	   1.97
HI	PAP~a	   1.97
KASKAL	KA~a	   1.97
LAM~b	NUN~a	   1.97
MUSZEN	SILA4~b	   1.97
SZA3~a1	SZE~a	   1.97
TUM~a	UB	   1.97
TUM~a	UR~a	   1.97
EZINU~d	RAD~a@g	   1.97
IDIGNA	KU3~a	   1.97
ISZ~a	ZATU686~a	   1.97
KI	SILA3~a	   1.97
ADAB	LAM~b	   1.97
GAN2	UR~a	   1.97
GI	SZA3~a1	   1.97
HI	LAM~b	   1.97
KASKAL	UH3~a	   1.97
KA~a	SILA4~b	   1.97
AN	RAD~a@g	   1.96
GARA2~a	KI	   1.96
ADAB	MUSZEN	   1.96
GI	UB	   1.96
HI	MUSZEN	   1.96
MUSZEN	UR~a	   1.96
SILA4~b	TUM~a	   1.96
1(N46)	GAL~a	   1.95
2(N19)	IM~a	   1.95
4(N41)	SZA	   1.95
ADAB	KASKAL	   1.95
GAN2	GI	   1.95
HI	KA~a	   1.95
KASKAL	PAP~a	   1.95
KA~a	UB	   1.95
LAM~b	SILA4~b	   1.95
LAM~b	UH3~a	   1.95
SZA3~a1	TUM~a	   1.95
SZE~a	UR~a	   1.95
3(N14)	PA~a	   1.94
ADAB	TUM~a	   1.94
BU~a	HI	   1.94
GI	SILA4~b	   1.94
UB	UR~a	   1.94
ADAB	NUN~a	   1.94
GAN2	TUM~a	   1.94
KASKAL	MUSZEN	   1.94
KASKAL	SILA4~b	   1.94
LAM~b	PAP~a	   1.94
LAM~b	UB	   1.94
MUSZEN	SZA3~a1	   1.94
EZINU~d	KU3~a	   1.93
IDIGNA	ZATU686~a	   1.93
1(N46)	IM~a	   1.93
2(N19)	SZA	   1.93
ADAB	HI	   1.93
ADAB	GI	   1.93
SILA4~b	UR~a	   1.93
AN	KU3~a	   1.92
KAB	SAG	   1.92
KI	RAD~a@g	   1.92
4(N01)	UH3~a	   1.92
BU~a	KASKAL	   1.92
GAN2	MUSZEN	   1.92
HI	ZATU686~a	   1.92
KASKAL	UB	   1.92
KA~a	TUM~a	   1.92
LAM~b	MUSZEN	   1.92
NUN~a	SILA4~b	   1.92
SZA3~a1	UB	   1.92
SZE~a	TUM~a	   1.92
ADAB	UH3~a	   1.92
HI	SILA4~b	   1.92
1(N46)	SZA	   1.91
KAB	KI@n	   1.91
ADAB	UR~a	   1.91
BU~a	LAM~b	   1.91
GAN2	UB	   1.91
HI	KU3~a	   1.91
LAM~b	TUM~a	   1.91
NUN~a	UB	   1.91
SILA4~b	SZA3~a1	   1.91
EZINU~d	ZATU686~a	   1.90
KAB	KASZ~c	   1.90
ADAB	PAP~a	   1.90
HI	UB	   1.90
KASKAL	ZATU686~a	   1.90
SILA4~b	UH3~a	   1.90
ADAB	SZA3~a1	   1.89
GAN2	SILA4~b	   1.89
GI	LAM~b	   1.89
HI	RAD~a@g	   1.89
KASKAL	TUM~a	   1.89
KA~a	UR~a	   1.89
SZE~a	UB	   1.89
LAGAB~b	UH3~a	   1.89
AN	ZATU686~a	   1.89
BAN~b	KAB	   1.89
KI	KU3~a	   1.89
ME~a	SAG	   1.89
KASKAL	KU3~a	   1.89
LAM~b	ZATU686~a	   1.89
PAP~a	SILA4~b	   1.89
UB	UH3~a	   1.89
U2~b	UH3~a	   1.88
KAB	ZATU759	   1.88
KI@n	ME~a	   1.88
SAG	SILA3~a	   1.88
ADAB	GAN2	   1.88
GARA2~a	HI	   1.88
GI	KASKAL	   1.88
LAM~b	UR~a	   1.88
NUN~a	TUM~a	   1.88
SILA4~b	SZE~a	   1.88
ADAB	BU~a	   1.87
HI	SILA3~a	   1.87
HI	TUM~a	   1.87
KASKAL	RAD~a@g	   1.87
KA~a	SZA3~a1	   1.87
KU3~a	LAM~b	   1.87
PAP~a	UB	   1.87
DU	KAB	   1.87
GARA2~a	SAG	   1.87
KASZ~c	ME~a	   1.87
KI@n	SILA3~a	   1.87
HI	ME~a	   1.87
ADAB	SZE~a	   1.86
KASKAL	UR~a	   1.86
RU	UH3~a	   1.86
BAN~b	ME~a	   1.86
GARA2~a	KI@n	   1.86
KASZ~c	SILA3~a	   1.86
KI	ZATU686~a	   1.86
BU~a	SILA4~b	   1.86
GAN2	KA~a	   1.86
GARA2~a	KASKAL	   1.86
GI	HI	   1.86
LAM~b	RAD~a@g	   1.86
LAM~b	SZA3~a1	   1.86
TUM~a	UH3~a	   1.86
ADAB	ZATU686~a	   1.85
HI	KAB	   1.85
KASKAL	SILA3~a	   1.85
KASKAL	ME~a	   1.85
NUN~a	UR~a	   1.85
BAN~b	SILA3~a	   1.84
GARA2~a	KASZ~c	   1.84
KAB	UR4~a	   1.84
ME~a	ZATU759	   1.84
2(N57)	NA	   1.84
BU~a	UB	   1.84
GAN2	LAM~b	   1.84
GARA2~a	LAM~b	   1.84
HI	UR~a	   1.84
KASKAL	SZA3~a1	   1.84
PAP~a	TUM~a	   1.84
ADAB	KU3~a	   1.84
HI	U4	   1.84
LAM~b	SILA3~a	   1.84
SILA4~b	ZATU686~a	   1.84
BAN~b	GARA2~a	   1.83
DU	ME~a	   1.83
RAD~a@g	SAG	   1.83
SILA3~a	ZATU759	   1.83
KAB	KASKAL	   1.83
LAM~b	ME~a	   1.83
2(N57)	SUKUD@v	   1.83
GAN2	KASKAL	   1.83
LAM~b	SZE~a	   1.83
NUN~a	SZA3~a1	   1.83
UH3~a	UR~a	   1.83
APIN~a	KAB	   1.82
DU	SILA3~a	   1.82
GARA2~a	ZATU759	   1.82
KI@n	RAD~a@g	   1.82
2(N57)	HI	   1.82
ADAB	RAD~a@g	   1.82
HI	SZA3~a1	   1.82
KU3~a	SILA4~b	   1.82
UB	ZATU686~a	   1.82
KAB	LAM~b	   1.82
KASKAL	U4	   1.82
DU	GARA2~a	   1.81
KASZ~c	RAD~a@g	   1.81
ME~a	UR4~a	   1.81
BU~a	TUM~a	   1.81
GAN2	NUN~a	   1.81
KASKAL	SZE~a	   1.81
PAP~a	UR~a	   1.81
1(N57)	HI	   1.81
ADAB	GARA2~a	   1.81
GAN2	HI	   1.81
KU3~a	UB	   1.81
RAD~a@g	SILA4~b	   1.81
SZA3~a1	UH3~a	   1.81
2(N57)	KASKAL	   1.80
ADAB	SILA3~a	   1.80
LAM~b	U4	   1.80
BAN~b	RAD~a@g	   1.80
KU3~a	SAG	   1.80
SILA3~a	UR4~a	   1.80
BU~a	UR~a	   1.80
BU~a	SZA3~a1	   1.80
BU~a	GAN2	   1.80
ADAB	ME~a	   1.80
GAN2	UH3~a	   1.79
GARA2~a	SILA4~b	   1.79
HI	SZE~a	   1.79
PAP~a	SZA3~a1	   1.79
RAD~a@g	UB	   1.79
TUM~a	ZATU686~a	   1.79
APIN~a	ME~a	   1.79
GARA2~a	UR4~a	   1.79
KI@n	KU3~a	   1.79
RAD~a@g	ZATU759	   1.79
1(N57)	KASKAL	   1.79
2(N57)	LAM~b	   1.79
SILA3~a	SILA4~b	   1.79
4(N41)	LAL2~a	   1.78
ADAB	KAB	   1.78
ME~a	SILA4~b	   1.78
APIN~a	SILA3~a	   1.78
DU	RAD~a@g	   1.78
KASZ~c	KU3~a	   1.78
GAN2	PAP~a	   1.78
GARA2~a	UB	   1.78
KU3~a	TUM~a	   1.78
1(N57)	LAM~b	   1.77
HI	NIM~b2	   1.77
SILA3~a	UB	   1.77
APIN~a	GARA2~a	   1.77
BAN~b	KU3~a	   1.77
SAG	ZATU686~a	   1.77
ADAB	U4	   1.77
HI	LAL2~a	   1.77
KAB	SILA4~b	   1.77
ME~a	UB	   1.77
2(N19)	LAL2~a	   1.76
4(N41)	NIM~b2	   1.76
EN~a	HI	   1.76
RAD~a@g	TUM~a	   1.76
UR~a	ZATU686~a	   1.76
KI@n	ZATU686~a	   1.76
KU3~a	ZATU759	   1.76
RAD~a@g	UR4~a	   1.76
2(N57)	ADAB	   1.75
KAB	UB	   1.75
KASKAL	NIM~b2	   1.75
SILA4~b	U4	   1.75
GARA2~a	TUM~a	   1.75
KASKAL	LAL2~a	   1.75
KU3~a	UR~a	   1.75
DU	KU3~a	   1.74
KASZ~c	ZATU686~a	   1.74
1(N46)	LAL2~a	   1.74
2(N19)	NIM~b2	   1.74
DUG~b	USZ~a	   1.74
EN~a	KASKAL	   1.74
SILA3~a	TUM~a	   1.74
SZA3~a1	ZATU686~a	   1.74
TAR~a	UH3~a	   1.74
1(N57)	ADAB	   1.74
2(N57)	SILA4~b	   1.74
HI	RAD~a	   1.74
LAM~b	NIM~b2	   1.74
ME~a	TUM~a	   1.74
U4	UB	   1.74
1(N08)	KAB	   1.73
APIN~a	RAD~a@g	   1.73
BAN~b	ZATU686~a	   1.73
LAL2~a	LAM~b	   1.73
RAD~a@g	UR~a	   1.73
1(N25)	UH3~a	   1.73
EN~a	LAM~b	   1.73
GAN2	ZATU686~a	   1.73
HI	SZA	   1.73
KU3~a	SZA3~a1	   1.73
KU3~a	UR4~a	   1.72
ZATU686~a	ZATU759	   1.72
1(N42)	UH3~a	   1.72
TUM~a	U4	   1.72
1(N57)	SILA4~b	   1.72
2(N57)	UB	   1.72
HI	IM~a	   1.72
KAB	TUM~a	   1.72
1(N46)	NIM~b2	   1.72
DUG~b	SZUBUR	   1.72
U4	UR~a	   1.72
SZA3~a1	U4	   1.72
GAN2	U4	   1.72
GAL~a	HI	   1.72
GARA2~a	UR~a	   1.72
KASKAL	RAD~a	   1.72
2(N39~a)	2(N57)	   1.71
DU	ZATU686~a	   1.71
GAN2	KU3~a	   1.71
RAD~a@g	SZA3~a1	   1.71
SILA3~a	UR~a	   1.71
1(N57)	UB	   1.71
HI	USZ~a	   1.71
KASKAL	SZA	   1.71
ME~a	UR~a	   1.71
ADAB	NIM~b2	   1.70
IM~a	KASKAL	   1.70
LAM~b	RAD~a	   1.70
1(N08)	ME~a	   1.70
APIN~a	KU3~a	   1.70
DUG~b	GAL~a	   1.70
ADAB	LAL2~a	   1.70
GAL~a	KASKAL	   1.70
GAN2	RAD~a@g	   1.70
GARA2~a	SZA3~a1	   1.70
2(N57)	TUM~a	   1.69
ADAB	EN~a	   1.69
KAB	UR~a	   1.69
LAM~b	SZA	   1.69
SILA3~a	SZA3~a1	   1.69
KASZ~b	UH3~a	   1.69
1(N08)	SILA3~a	   1.69
UR4~a	ZATU686~a	   1.69
IM~a	LAM~b	   1.69
KASKAL	USZ~a	   1.69
ME~a	SZA3~a1	   1.69
NIM~b2	SILA4~b	   1.69
2(N57)	6(N14)	   1.69
GAL~a	LAM~b	   1.68
GAN2	GARA2~a	   1.68
LAL2~a	SILA4~b	   1.68
1(N57)	TUM~a	   1.68
1(N57)	UR~a	   1.68
A	HI	   1.68
DUG~b	IM~a	   1.68
1(N08)	GARA2~a	   1.68
1(N57)	SZA3~a1	   1.68
A	KASKAL	   1.68
1(N57)	GAN2	   1.68
A	LAM~b	   1.68
EN~a	SILA4~b	   1.68
GAN2	SILA3~a	   1.68
A	ADAB	   1.67
A	SILA4~b	   1.67
A	UB	   1.67
2(N57)	n	   1.67
A	TUM~a	   1.67
GAN2	ME~a	   1.67
HI	SZU	   1.67
KAB	SZA3~a1	   1.67
LAM~b	USZ~a	   1.67
NIM~b2	UB	   1.67
A	UR~a	   1.67
A	SZA3~a1	   1.67
A	GAN2	   1.67
APIN~a	ZATU686~a	   1.67
ADAB	RAD~a	   1.67
HI	PA~a	   1.67
LAL2~a	UB	   1.67
2(N57)	UR~a	   1.66
EN~a	UB	   1.66
DUG~b	SZA	   1.66
SUHUR	USZ~a	   1.66
ADAB	SZA	   1.66
GAN2	KAB	   1.66
HI	NAM2	   1.66
ADAB	IM~a	   1.65
HI	SUKKAL	   1.65
KASKAL	SZU	   1.65
RAD~a	SILA4~b	   1.65
AB~a	HI	   1.65
ADAB	GAL~a	   1.65
KASKAL	PA~a	   1.65
1(N08)	RAD~a@g	   1.65
2(N57)	KASZ~a	   1.64
2(N57)	SZA3~a1	   1.64
NIM~b2	TUM~a	   1.64
SILA4~b	SZA	   1.64
ADAB	USZ~a	   1.64
HI	KU6~a	   1.64
IM~a	SILA4~b	   1.64
KASKAL	NAM2	   1.64
LAL2~a	TUM~a	   1.64
LAM~b	SZU	   1.64
RAD~a	UB	   1.64
SUHUR	SZUBUR	   1.64
EN~a	TUM~a	   1.63
GAL~a	SILA4~b	   1.63
KASKAL	SUKKAL	   1.63
LAM~b	PA~a	   1.63
2(N57)	GAN2	   1.63
AB~a	KASKAL	   1.63
SZA	UB	   1.63
IM~a	UB	   1.62
LAM~b	NAM2	   1.62
SILA4~b	USZ~a	   1.62
GAL~a	UB	   1.62
KASKAL	KU6~a	   1.62
LAM~b	SUKKAL	   1.62
GAL~a	SUHUR	   1.61
1(N08)	KU3~a	   1.61
AB~a	LAM~b	   1.61
NIM~b2	UR~a	   1.61
LAL2~a	UR~a	   1.61
RAD~a	TUM~a	   1.61
UB	USZ~a	   1.61
ADAB	SZU	   1.60
EN~a	UR~a	   1.60
HI	NAR	   1.60
KU6~a	LAM~b	   1.60
3(N39~a)	HI	   1.60
ADAB	PA~a	   1.60
SZA	TUM~a	   1.60
3(N14)	USZ~a	   1.59
IM~a	SUHUR	   1.59
IM~a	TUM~a	   1.59
NIM~b2	SZA3~a1	   1.59
UH3~a	ZATU694~c	   1.59
ADAB	NAM2	   1.59
GAL~a	TUM~a	   1.59
LAL2~a	SZA3~a1	   1.59
SILA4~b	SZU	   1.59
ADAB	SUKKAL	   1.58
EN~a	SZA3~a1	   1.58
KASKAL	NAR	   1.58
PA~a	SILA4~b	   1.58
KISIM~a	UH3~a	   1.58
1(N08)	ZATU686~a	   1.58
3(N39~a)	KASKAL	   1.58
AB~a	ADAB	   1.58
GAN2	NIM~b2	   1.58
RAD~a	UR~a	   1.58
TUM~a	USZ~a	   1.58
3(N14)	SZUBUR	   1.57
SUHUR	SZA	   1.57
GAN2	LAL2~a	   1.57
NAM2	SILA4~b	   1.57
SZU	UB	   1.57
ADAB	KU6~a	   1.57
EN~a	GAN2	   1.57
HI	HI~a	   1.57
LAM~b	NAR	   1.57
PA~a	UB	   1.57
SILA4~b	SUKKAL	   1.57
SZA	UR~a	   1.57
3(N39~a)	LAM~b	   1.56
AB~a	SILA4~b	   1.56
HI	SANGA~a	   1.56
IM~a	UR~a	   1.56
GAL~a	UR~a	   1.56
HI	SAL	   1.56
NAM2	UB	   1.56
RAD~a	SZA3~a1	   1.56
HI	NIM~b1	   1.55
KU6~a	SILA4~b	   1.55
SUKKAL	UB	   1.55
3(N14)	GAL~a	   1.55
AB~a	UB	   1.55
GI4~a	HI	   1.55
HI~a	KASKAL	   1.55
SZA	SZA3~a1	   1.55
UR~a	USZ~a	   1.55
GAN2	RAD~a	   1.54
IM~a	SZA3~a1	   1.54
KASKAL	SANGA~a	   1.54
SZU	TUM~a	   1.54
GAL~a	SZA3~a1	   1.54
KASKAL	SAL	   1.54
KU6~a	UB	   1.54
PA~a	TUM~a	   1.54
ADAB	NAR	   1.53
GAN2	SZA	   1.53
HI~a	LAM~b	   1.53
KASKAL	NIM~b1	   1.53
4(N14)	UH3~a	   1.53
3(N14)	IM~a	   1.53
3(N39~a)	ADAB	   1.53
GAN2	IM~a	   1.53
GI4~a	KASKAL	   1.53
LAM~b	SANGA~a	   1.53
NAM2	TUM~a	   1.53
SZA3~a1	USZ~a	   1.53
GAL~a	GAN2	   1.52
LAM~b	SAL	   1.52
SUKKAL	TUM~a	   1.52
AB~a	TUM~a	   1.52
HI	TE	   1.52
LAM~b	NIM~b1	   1.52
NAR	SILA4~b	   1.52
3(N39~a)	SILA4~b	   1.51
GAN2	USZ~a	   1.51
GI4~a	LAM~b	   1.51
SZU	UR~a	   1.51
3(N14)	SZA	   1.51
HI	NI~a	   1.51
KU6~a	TUM~a	   1.51
PA~a	UR~a	   1.51
HI	SILA3~d	   1.50
NAR	UB	   1.50
KAB	NA	   1.50
3(N39~a)	UB	   1.50
ADAB	HI~a	   1.50
KASKAL	TE	   1.50
NAM2	UR~a	   1.50
ADAB	SANGA~a	   1.49
HI	MASZ2	   1.49
SUKKAL	UR~a	   1.49
SZA3~a1	SZU	   1.49
6(N01)	UH3~a	   1.49
KAB	SUKUD@v	   1.49
DUG~b	LAL2~a	   1.49
AB~a	UR~a	   1.49
ADAB	SAL	   1.49
KASKAL	NI~a	   1.49
PA~a	SZA3~a1	   1.49
ADAB	NIM~b1	   1.48
HI~a	SILA4~b	   1.48
KASKAL	SILA3~d	   1.48
LAM~b	TE	   1.48
ADAB	GI4~a	   1.48
GAN2	SZU	   1.48
KU6~a	UR~a	   1.48
NAM2	SZA3~a1	   1.48
SANGA~a	SILA4~b	   1.48
1(N14)	HI	   1.47
GAN2	PA~a	   1.47
KASKAL	MASZ2	   1.47
LAM~b	NI~a	   1.47
NAR	TUM~a	   1.47
SAL	SILA4~b	   1.47
SUKKAL	SZA3~a1	   1.47
ME~a	NA	   1.47
GIR3~c	UH3~a	   1.47
3(N39~a)	TUM~a	   1.47
AB~a	SZA3~a1	   1.47
HI	TUN3~a	   1.47
HI~a	UB	   1.47
LAM~b	SILA3~d	   1.47
NIM~b1	SILA4~b	   1.47
DUG~b	NIM~b2	   1.47
DILMUN	HI	   1.46
GAN2	NAM2	   1.46
GI4~a	SILA4~b	   1.46
SANGA~a	UB	   1.46
GAN2	SUKKAL	   1.46
KU6~a	SZA3~a1	   1.46
LAM~b	MASZ2	   1.46
SAL	UB	   1.46
ME~a	SUKUD@v	   1.46
NA	SILA3~a	   1.46
1(N14)	KASKAL	   1.45
AB~a	GAN2	   1.45
NIM~b1	UB	   1.45
ADAB	TE	   1.45
GI4~a	UB	   1.45
KASKAL	TUN3~a	   1.45
GARA2~a	NA	   1.45
SILA3~a	SUKUD@v	   1.45
DILMUN	KASKAL	   1.44
GAN2	KU6~a	   1.44
HI	N	   1.44
NAR	UR~a	   1.44
1(N14)	LAM~b	   1.44
3(N39~a)	UR~a	   1.44
ADAB	NI~a	   1.44
HI~a	TUM~a	   1.44
ISZ~a	UH3~a	   1.44
GARA2~a	SUKUD@v	   1.43
ADAB	SILA3~d	   1.43
LAM~b	TUN3~a	   1.43
SANGA~a	TUM~a	   1.43
SILA4~b	TE	   1.43
DILMUN	LAM~b	   1.43
SAL	TUM~a	   1.43
ADAB	MASZ2	   1.42
