sign1	sign2	closeness
3(N14)	SANGA~a	3946.86
1(N14)	3(N14)	1691.75
1(N14)	SUHUR	1658.29
3(N14)	SUHUR	1574.87
1(N01)	DUG~b	1371.65
1(N01)	SUHUR	1368.98
1(N01)	1(N14)	1336.39
1(N57)	DUG~b	1309.85
1(N01)	1(N57)	1281.73
DUG~b	SUHUR	1280.59
1(N01)	3(N14)	1270.95
1(N14)	DUG~b	1250.23
1(N57)	SUHUR	1197.27
3(N14)	DUG~b	1189.53
1(N14)	1(N57)	1169.12
1(N57)	3(N14)	1112.83
1(N14)	SANGA~a	1060.48
SANGA~a	SUHUR	 990.93
1(N01)	SANGA~a	 814.83
1(N46)	2(N19)	 772.78
DUG~b	SANGA~a	 764.58
2(N19)	4(N41)	 736.66
1(N46)	4(N41)	 725.33
1(N57)	SANGA~a	 718.78
4(N41)	AB~a	 702.48
2(N19)	AB~a	 691.95
1(N46)	1(N57)	 682.80
1(N46)	AB~a	 681.43
AB~a	APIN~a	 670.23
1(N46)	DUG~b	 669.51
4(N41)	APIN~a	 660.45
1(N01)	1(N46)	 656.21
2(N19)	APIN~a	 650.68
1(N46)	APIN~a	 640.91
APIN~a	NUN~a	 638.94
1(N57)	2(N19)	 638.38
AB~a	NUN~a	 629.88
2(N19)	DUG~b	 626.17
4(N41)	NUN~a	 620.81
1(N46)	SUHUR	 616.34
1(N01)	2(N19)	 613.95
2(N19)	NUN~a	 611.75
1(N14)	1(N46)	 603.05
1(N46)	NUN~a	 602.69
1(N57)	4(N41)	 600.62
4(N41)	DUG~b	 589.28
1(N01)	4(N41)	 577.94
2(N19)	SUHUR	 577.29
1(N46)	3(N14)	 576.47
1(N57)	AB~a	 565.68
1(N14)	2(N19)	 565.07
AB~a	DUG~b	 555.15
1(N01)	AB~a	 544.83
4(N41)	SUHUR	 543.93
2(N19)	3(N14)	 540.64
NUN~a	SZE~a	 536.97
1(N57)	APIN~a	 533.40
1(N14)	4(N41)	 532.59
DU	SZE~a	 532.19
DU	NUN~a	 530.46
APIN~a	DUG~b	 523.63
1(N01)	APIN~a	 513.86
AB~a	SUHUR	 513.06
APIN~a	SZE~a	 510.51
3(N14)	4(N41)	 509.92
AB~a	SZE~a	 503.43
1(N57)	NUN~a	 503.01
1(N14)	AB~a	 502.54
4(N41)	SZE~a	 496.35
DUG~b	NUN~a	 493.95
APIN~a	DU	 493.85
1(N01)	NUN~a	 493.65
2(N19)	SZE~a	 489.27
AB~a	DU	 484.54
APIN~a	SUHUR	 484.54
1(N14)	APIN~a	 482.79
1(N46)	SZE~a	 482.18
3(N14)	AB~a	 481.49
4(N41)	DU	 477.74
2(N19)	DU	 470.93
1(N46)	DU	 464.12
NUN~a	SUHUR	 457.70
3(N14)	APIN~a	 455.22
1(N14)	NUN~a	 448.63
NUN~a	n	 433.38
3(N14)	NUN~a	 430.51
DU	n	 424.35
KA~a	n	 423.95
SZE~a	n	 419.07
1(N57)	SZE~a	 404.29
KA~a	NUN~a	 402.83
2(N14)	n	 398.62
DUG~b	SZE~a	 397.20
2(N14)	KA~a	 394.23
DU	KA~a	 390.50
1(N46)	SANGA~a	 390.39
1(N01)	SZE~a	 390.23
1(N57)	DU	 389.24
APIN~a	n	 387.42
2(N14)	NUN~a	 386.13
KA~a	SZE~a	 385.68
2(N14)	3(N01)	 383.86
DU	DUG~b	 382.44
AB~a	n	 382.14
3(N01)	NUN~a	 380.25
3(N01)	n	 379.72
4(N41)	n	 376.86
1(N01)	DU	 376.43
3(N01)	KA~a	 375.58
2(N19)	n	 371.59
2(N19)	SANGA~a	 369.59
3(N01)	KASZ~b	 369.10
SUHUR	SZE~a	 368.88
KASZ~b	NUN~a	 367.69
1(N14)	SZE~a	 366.75
1(N46)	n	 366.31
2(N14)	KASZ~b	 365.19
1(N14)	DU	 364.45
KASZ~b	n	 361.29
2(N14)	DU	 359.17
KASZ~b	KA~a	 357.39
APIN~a	KA~a	 356.81
DU	SUHUR	 355.21
2(N14)	SZE~a	 354.79
AB~a	KA~a	 351.99
4(N41)	SANGA~a	 351.20
3(N14)	SZE~a	 347.63
3(N01)	DU	 347.44
4(N41)	KA~a	 347.18
2(N19)	KA~a	 342.37
1(N01)	n	 341.26
3(N01)	SZE~a	 340.49
1(N46)	KA~a	 337.56
3(N01)	KASZ~a	 336.60
AB~a	SANGA~a	 334.92
3(N14)	DU	 334.79
KASZ~a	NUN~a	 333.21
KASZ~a	n	 332.20
KASZ~a	KASZ~b	 329.81
GI	KASZ~a	 328.72
3(N01)	APIN~a	 328.68
2(N14)	APIN~a	 328.49
GI	n	 327.93
DU	KASZ~b	 326.17
3(N01)	GI	 325.45
KASZ~b	SZE~a	 324.57
2(N14)	AB~a	 324.11
2(N14)	KASZ~a	 323.02
GI	NUN~a	 322.17
2(N14)	4(N41)	 319.73
GI	KASZ~b	 318.90
APIN~a	SANGA~a	 318.39
KASZ~a	KA~a	 316.23
6(N14)	n	 315.91
2(N14)	2(N19)	 315.34
6(N14)	GI	 312.83
2(N14)	GI	 312.34
1(N46)	2(N14)	 310.96
6(N14)	KASZ~a	 309.74
3(N01)	AB~a	 309.32
1(N57)	n	 308.28
3(N01)	6(N14)	 306.66
4(N01)	6(N14)	 306.06
GI	KA~a	 305.79
3(N01)	4(N41)	 305.18
NUN~a	SANGA~a	 303.64
6(N14)	NUN~a	 303.57
1(N01)	KA~a	 303.38
4(N01)	n	 303.11
DUG~b	n	 303.00
2(N19)	3(N01)	 301.04
6(N14)	KASZ~b	 300.49
4(N01)	GI	 300.17
APIN~a	KASZ~b	 298.85
2(N39~a)	4(N01)	 298.17
4(N01)	KASZ~a	 297.23
1(N46)	3(N01)	 296.90
2(N39~a)	6(N14)	 295.34
AB~a	KASZ~b	 294.95
3(N01)	4(N01)	 294.67
2(N14)	6(N14)	 294.31
2(N39~a)	n	 292.51
1(N01)	2(N14)	 292.36
1(N01)	3(N01)	 292.09
4(N01)	NUN~a	 291.34
4(N41)	KASZ~b	 291.04
2(N39~a)	GI	 289.68
DU	KASZ~a	 289.07
4(N01)	KASZ~b	 288.40
6(N14)	KA~a	 288.14
2(N19)	KASZ~b	 287.14
2(N39~a)	KASZ~a	 286.85
KASZ~a	SZE~a	 285.67
1(N57)	KA~a	 284.62
2(N39~a)	3(N01)	 284.02
1(N46)	KASZ~b	 283.24
2(N14)	4(N01)	 282.51
SUHUR	n	 281.90
2(N39~a)	NUN~a	 281.19
DUG~b	KA~a	 279.80
DU	GI	 279.58
2(N39~a)	KASZ~b	 278.36
1(N01)	KASZ~b	 278.21
4(N01)	KA~a	 276.63
1(N14)	n	 276.63
GI	SZE~a	 276.33
2(N14)	2(N39~a)	 272.70
2(N39~a)	KA~a	 267.04
1(N01)	KASZ~a	 266.35
3(N14)	n	 266.07
APIN~a	GI	 265.60
APIN~a	KASZ~a	 265.30
1(N01)	GI	 264.13
6(N14)	DU	 263.46
1(N57)	2(N14)	 262.75
AB~a	KASZ~a	 261.90
1(N01)	6(N14)	 261.23
KA~a	SUHUR	 260.55
6(N14)	SZE~a	 260.37
1(N01)	4(N01)	 258.64
4(N41)	KASZ~a	 258.51
GI	U4	 258.48
2(N14)	DUG~b	 258.37
2(N39~a)	U4	 257.02
1(N01)	2(N39~a)	 257.01
1(N01)	U4	 256.05
1(N14)	KA~a	 255.74
2(N19)	KASZ~a	 255.11
4(N01)	U4	 254.62
AB~a	GI	 253.37
4(N01)	DU	 253.09
6(N14)	U4	 252.22
1(N46)	KASZ~a	 251.72
1(N57)	3(N01)	 251.35
4(N01)	SZE~a	 250.14
4(N41)	GI	 250.10
U4	n	 249.83
1(N14)	3(N01)	 248.64
SANGA~a	SZE~a	 248.49
3(N01)	DUG~b	 247.21
2(N19)	GI	 246.82
3(N01)	U4	 246.72
3(N14)	KA~a	 246.11
1(N01)	SUKUD@v	 245.87
KASZ~a	U4	 245.04
2(N39~a)	DU	 244.40
1(N14)	2(N14)	 243.80
SUKUD@v	U4	 243.75
1(N46)	GI	 243.55
6(N14)	APIN~a	 241.86
2(N39~a)	SZE~a	 241.57
2(N14)	SUHUR	 240.84
1(N57)	KASZ~b	 240.31
NUN~a	U4	 240.24
KASZ~b	U4	 240.15
DU	SANGA~a	 239.49
NA	SUKUD@v	 238.96
6(N14)	AB~a	 238.77
1(N01)	NA	 236.92
DUG~b	KASZ~b	 236.40
4(N41)	6(N14)	 235.69
NA	U4	 234.88
2(N14)	U4	 233.05
2(N19)	6(N14)	 232.60
4(N01)	APIN~a	 232.49
2(N39~a)	SUKUD@v	 230.99
3(N01)	SUHUR	 230.65
4(N01)	AB~a	 229.54
1(N46)	6(N14)	 229.51
4(N01)	SUKUD@v	 228.87
KA~a	U4	 228.26
2(N14)	3(N14)	 227.69
6(N14)	SUKUD@v	 226.74
4(N01)	4(N41)	 226.60
SUKUD@v	n	 224.61
2(N39~a)	APIN~a	 224.58
2(N19)	4(N01)	 223.66
1(N14)	KASZ~b	 223.24
2(N39~a)	NA	 222.65
GI	SUKUD@v	 222.49
2(N39~a)	AB~a	 221.75
KASZ~b	SUHUR	 220.79
1(N46)	4(N01)	 220.71
4(N01)	NA	 220.61
KASZ~a	SUKUD@v	 220.36
DU	U4	 219.07
2(N39~a)	4(N41)	 218.92
6(N14)	NA	 218.58
3(N01)	SUKUD@v	 218.24
3(N01)	3(N14)	 218.23
NA	n	 216.54
NUN~a	SUKUD@v	 216.11
2(N19)	2(N39~a)	 216.09
GI	NA	 215.89
1(N57)	KASZ~a	 214.37
KASZ~b	SUKUD@v	 213.98
1(N46)	2(N39~a)	 213.26
APIN~a	U4	 212.89
KASZ~a	NA	 212.46
SZE~a	U4	 211.31
DUG~b	KASZ~a	 210.97
3(N01)	NA	 210.42
2(N14)	SUKUD@v	 209.73
3(N14)	KASZ~b	 209.08
NA	NUN~a	 208.38
1(N57)	GI	 207.51
KASZ~b	NA	 206.34
KA~a	SUKUD@v	 205.48
DUG~b	GI	 204.23
1(N14)	GI	 203.17
2(N14)	NA	 202.27
1(N08)	U4	 201.41
KA~a	NA	 198.19
1(N08)	GI	 197.42
KASZ~a	SUHUR	 197.39
1(N57)	6(N14)	 195.57
1(N14)	KASZ~a	 194.00
6(N14)	DUG~b	 192.49
SANGA~a	n	 192.21
GI	SUHUR	 191.13
1(N08)	NA	 190.30
AB~a	U4	 189.92
1(N08)	SUKUD@v	 188.72
DU	SUKUD@v	 188.47
1(N57)	4(N01)	 188.34
4(N41)	U4	 187.52
3(N14)	KASZ~a	 187.20
1(N01)	1(N08)	 187.13
SUKUD@v	SZE~a	 186.34
4(N01)	DUG~b	 185.40
2(N19)	U4	 185.12
1(N46)	U4	 182.73
1(N57)	2(N39~a)	 182.13
DU	NA	 181.88
3(N14)	GI	 181.30
1(N08)	3(N01)	 181.11
6(N14)	SUHUR	 180.14
NA	SZE~a	 179.84
2(N39~a)	DUG~b	 179.30
KA~a	SANGA~a	 178.73
APIN~a	SUKUD@v	 178.06
1(N14)	6(N14)	 177.06
1(N08)	2(N39~a)	 176.02
1(N08)	4(N01)	 174.43
1(N14)	4(N01)	 174.12
APIN~a	NA	 173.87
4(N01)	SUHUR	 173.63
1(N08)	6(N14)	 172.85
AB~a	SUKUD@v	 171.46
1(N08)	n	 171.26
2(N14)	SANGA~a	 171.12
3(N14)	6(N14)	 170.89
4(N41)	SUKUD@v	 169.34
1(N14)	U4	 168.90
1(N08)	KASZ~a	 168.09
2(N39~a)	SUHUR	 167.98
2(N19)	SUKUD@v	 167.21
AB~a	NA	 165.57
1(N08)	APIN~a	 165.38
1(N14)	2(N39~a)	 165.15
1(N08)	DU	 165.08
1(N46)	SUKUD@v	 165.08
1(N08)	NUN~a	 164.91
3(N14)	4(N01)	 164.80
3(N01)	SANGA~a	 164.65
4(N41)	NA	 163.53
1(N08)	KASZ~b	 163.33
2(N19)	NA	 161.50
1(N08)	2(N14)	 160.15
2(N39~a)	3(N14)	 159.49
1(N46)	NA	 159.46
1(N08)	KA~a	 156.98
1(N57)	U4	 156.96
KASZ~b	SANGA~a	 154.94
DUG~b	U4	 153.97
SUHUR	U4	 144.38
1(N08)	SZE~a	 142.69
1(N57)	SUKUD@v	 141.70
1(N14)	SUKUD@v	 140.61
KASZ~a	SANGA~a	 139.67
DUG~b	SUKUD@v	 139.57
1(N14)	NA	 137.93
3(N14)	U4	 137.19
1(N57)	NA	 137.03
GI	SANGA~a	 135.44
DUG~b	NA	 134.99
1(N08)	1(N14)	 134.12
3(N57)	APIN~a	 133.12
3(N57)	UR4~a	 133.12
3(N01)	3(N57)	 132.25
APIN~a	UR4~a	 132.25
1(N08)	AB~a	 131.59
3(N01)	UR4~a	 131.37
EN~a	UR4~a	 131.14
SUHUR	SUKUD@v	 131.07
3(N57)	EN~a	 130.28
1(N08)	4(N41)	 130.00
DU	UR4~a	 129.67
DU	EN~a	 129.55
APIN~a	EN~a	 129.42
3(N57)	DU	 128.88
3(N01)	EN~a	 128.77
1(N08)	2(N19)	 128.41
6(N14)	SANGA~a	 127.69
4(N01)	SANGA~a	 127.61
DU	ZATU759	 127.18
NA	SUHUR	 126.84
1(N08)	1(N46)	 126.82
EN~a	ZATU759	 126.35
1(N08)	3(N57)	 126.11
UR4~a	ZATU759	 125.53
1(N08)	UR4~a	 125.23
3(N57)	U4	 125.23
BAN~b	ZATU759	 125.19
3(N57)	ZATU759	 124.71
3(N14)	SUKUD@v	 124.69
BAN~b	DU	 124.39
U4	UR4~a	 124.36
APIN~a	ZATU759	 123.88
BAN~b	EN~a	 123.58
BAN~b	KASZ~c	 123.21
3(N01)	ZATU759	 123.06
BAN~b	UR4~a	 122.78
1(N08)	EN~a	 122.55
KASZ~c	ZATU759	 122.42
3(N57)	BAN~b	 121.97
3(N57)	GI	 121.73
EN~a	U4	 121.70
DU	KASZ~c	 121.63
KASZ~c	KI@n	 121.23
APIN~a	BAN~b	 121.16
GI	UR4~a	 120.85
EN~a	KASZ~c	 120.85
3(N14)	NA	 120.72
BAN~b	KI@n	 120.46
3(N01)	BAN~b	 120.36
KASZ~c	UR4~a	 120.06
2(N39~a)	SANGA~a	 119.87
KI@n	ZATU759	 119.69
3(N57)	KASZ~c	 119.27
DU	KI@n	 118.91
1(N14)	3(N57)	 118.75
APIN~a	KASZ~c	 118.48
EN~a	GI	 118.26
EN~a	KI@n	 118.14
3(N57)	KI@n	 117.97
3(N01)	KASZ~c	 117.69
KI@n	UR4~a	 117.37
1(N08)	ZATU759	 117.30
1(N14)	KI@n	 116.56
U4	ZATU759	 116.47
1(N14)	KASZ~c	 116.28
1(N14)	SAG	 116.27
KI@n	SAG	 116.27
1(N14)	BAN~b	 116.03
APIN~a	KI@n	 115.83
1(N14)	ZATU759	 115.79
KASZ~c	SAG	 115.54
1(N14)	EN~a	 115.38
1(N14)	UR4~a	 115.21
3(N01)	KI@n	 115.06
BAN~b	SAG	 114.81
1(N08)	BAN~b	 114.72
1(N14)	2(N01)	 114.29
1(N01)	3(N57)	 114.28
SAG	ZATU759	 114.08
1(N01)	EN~a	 113.93
3(N57)	SAG	 113.92
BAN~b	U4	 113.91
2(N01)	SAG	 113.57
2(N01)	3(N57)	 113.48
DU	SAG	 113.35
GI	ZATU759	 113.18
2(N01)	KI@n	 112.86
EN~a	SAG	 112.62
1(N08)	KASZ~c	 112.17
2(N01)	KASZ~c	 112.15
SAG	UR4~a	 111.90
2(N01)	BAN~b	 111.44
KASZ~c	U4	 111.38
2(N01)	ZATU759	 110.72
BAN~b	GI	 110.69
APIN~a	SAG	 110.44
2(N01)	EN~a	 110.02
2(N01)	DU	 110.01
3(N01)	SAG	 109.71
1(N08)	KI@n	 109.65
1(N08)	1(N57)	 109.37
KI@n	U4	 108.88
1(N01)	UR4~a	 108.68
2(N01)	UR4~a	 108.59
GI	KASZ~c	 108.23
1(N08)	DUG~b	 107.78
2(N01)	3(N01)	 107.75
3(N57)	NA	 107.70
3(N57)	PAP~a	 107.34
2(N01)	APIN~a	 107.16
3(N57)	SUKUD@v	 106.83
NA	UR4~a	 106.83
2(N01)	PAP~a	 106.25
SUKUD@v	UR4~a	 105.95
GI	KI@n	 105.80
1(N14)	PAP~a	 105.71
SANGA~a	U4	 105.50
PAP~a	SAG	 104.72
1(N08)	SAG	 104.60
EN~a	NA	 104.52
1(N01)	ZATU759	 104.37
EN~a	PAP~a	 104.36
KI@n	PAP~a	 104.07
SAG	U4	 103.87
EN~a	SUKUD@v	 103.66
KASZ~c	PAP~a	 103.41
1(N01)	BAN~b	 102.99
BAN~b	PAP~a	 102.76
PAP~a	SZU	 102.75
3(N57)	4(N01)	 102.37
3(N57)	SZU	 102.13
PAP~a	ZATU759	 102.10
1(N01)	KASZ~c	 101.64
EN~a	SZU	 101.50
1(N08)	2(N01)	 101.46
DU	PAP~a	 101.45
1(N08)	SUHUR	 101.43
2(N01)	U4	 101.05
GI	SAG	 100.96
2(N01)	SZU	 100.88
KI	SZU	 100.40
1(N01)	KI@n	 100.32
1(N14)	SZU	 100.26
PAP~a	UR4~a	 100.14
NA	ZATU759	 100.01
3(N01)	PAP~a	  99.84
2(N39~a)	3(N57)	  99.81
SAG	SZU	  99.64
EN~a	KI	  99.33
4(N01)	EN~a	  99.21
KI	PAP~a	  99.20
SUKUD@v	ZATU759	  99.18
KI@n	SZU	  99.01
2(N39~a)	UR4~a	  98.94
APIN~a	PAP~a	  98.82
3(N57)	KI	  98.60
2(N14)	3(N57)	  98.44
KASZ~c	SZU	  98.39
3(N57)	6(N14)	  98.06
4(N01)	UR4~a	  98.06
2(N01)	GI	  97.90
BAN~b	NA	  97.79
BAN~b	SZU	  97.77
2(N01)	KI	  97.40
3(N57)	n	  97.18
6(N14)	UR4~a	  97.18
SZU	ZATU759	  97.14
1(N01)	SAG	  97.05
1(N01)	2(N01)	  97.02
BAN~b	SUKUD@v	  96.98
1(N14)	KI	  96.80
2(N39~a)	EN~a	  96.79
2(N14)	EN~a	  96.75
1(N08)	3(N14)	  96.67
DU	SZU	  96.52
UR4~a	n	  96.31
KI	SAG	  96.20
KASZ~c	NA	  95.61
KI	KI@n	  95.61
3(N57)	KASZ~a	  95.43
SZU	UR4~a	  95.27
6(N14)	EN~a	  95.08
1(N01)	PAP~a	  95.08
KASZ~c	KI	  95.01
SANGA~a	SUKUD@v	  94.92
KASZ~c	SUKUD@v	  94.82
KASZ~a	UR4~a	  94.56
BAN~b	KI	  94.41
EN~a	n	  94.22
APIN~a	SZU	  94.03
3(N57)	KASZ~b	  93.96
KI	ZATU759	  93.81
3(N57)	NUN~a	  93.68
1(N08)	PAP~a	  93.58
KI@n	NA	  93.45
3(N01)	SZU	  93.41
DU	KI	  93.21
PAP~a	U4	  92.93
NUN~a	UR4~a	  92.80
KI@n	SUKUD@v	  92.68
2(N39~a)	ZATU759	  92.60
EN~a	KASZ~a	  92.50
2(N14)	UR4~a	  92.47
NA	SANGA~a	  92.18
KI	UR4~a	  92.01
KASZ~b	UR4~a	  91.93
4(N01)	ZATU759	  91.77
EN~a	KASZ~b	  91.76
AN	EN~a	  91.47
6(N14)	ZATU759	  90.95
APIN~a	KI	  90.81
EN~a	NUN~a	  90.78
2(N39~a)	BAN~b	  90.54
AN	EZINU~d	  90.48
AN	KI	  90.41
GI	PAP~a	  90.31
3(N01)	KI	  90.21
ZATU759	n	  90.12
EN~a	EZINU~d	  89.96
AN	SZU	  89.88
4(N01)	BAN~b	  89.73
1(N01)	SZU	  89.62
3(N57)	KA~a	  89.30
NA	SAG	  89.29
1(N08)	SZU	  89.04
6(N14)	BAN~b	  88.92
EZINU~d	KI	  88.91
AN	PAP~a	  88.83
SAG	SUKUD@v	  88.56
2(N39~a)	KASZ~c	  88.51
KASZ~a	ZATU759	  88.48
KA~a	UR4~a	  88.42
SZU	U4	  88.42
EZINU~d	SZU	  88.39
3(N57)	AN	  88.30
2(N14)	ZATU759	  88.19
BAN~b	n	  88.12
1(N01)	KI	  87.86
4(N01)	KASZ~c	  87.72
EZINU~d	PAP~a	  87.35
2(N01)	AN	  87.24
6(N14)	KASZ~c	  86.93
NUN~a	ZATU759	  86.83
3(N57)	EZINU~d	  86.83
2(N14)	BAN~b	  86.81
1(N14)	AN	  86.71
BAN~b	KASZ~a	  86.51
2(N39~a)	KI@n	  86.50
2(N01)	NA	  86.50
EN~a	KA~a	  86.49
AN	SAG	  86.18
KASZ~c	n	  86.14
1(N08)	KI	  86.01
KASZ~b	ZATU759	  86.01
GI	SZU	  85.93
2(N01)	EZINU~d	  85.79
2(N01)	SUKUD@v	  85.78
4(N01)	KI@n	  85.73
AN	KI@n	  85.65
3(N57)	SZE~a	  85.50
2(N14)	KASZ~c	  85.46
KI	U4	  85.42
1(N14)	EZINU~d	  85.26
AN	KASZ~c	  85.12
2(N01)	4(N01)	  85.11
6(N14)	KI@n	  84.96
BAN~b	NUN~a	  84.90
EZINU~d	SAG	  84.74
AN	BAN~b	  84.59
KASZ~a	KASZ~c	  84.56
EZINU~d	KI@n	  84.22
KI@n	n	  84.19
2(N14)	KI@n	  84.14
EN~a	SZE~a	  84.12
BAN~b	KASZ~b	  84.09
AN	ZATU759	  84.06
EZINU~d	KASZ~c	  83.70
AN	DU	  83.53
BAN~b	EZINU~d	  83.18
1(N01)	AN	  83.05
GI	KI	  83.02
KASZ~c	NUN~a	  82.99
2(N01)	2(N14)	  82.87
2(N39~a)	SAG	  82.72
1(N01)	EZINU~d	  82.72
KA~a	ZATU759	  82.71
EZINU~d	ZATU759	  82.66
KASZ~a	KI@n	  82.65
AN	UR4~a	  82.48
KASZ~b	KASZ~c	  82.39
SZE~a	UR4~a	  82.32
DU	EZINU~d	  82.13
4(N01)	SAG	  81.99
AN	APIN~a	  81.42
2(N14)	SAG	  81.30
6(N14)	SAG	  81.27
KI@n	NUN~a	  81.10
EZINU~d	UR4~a	  81.09
KASZ~b	KI@n	  80.91
3(N01)	AN	  80.89
BAN~b	KA~a	  80.87
2(N14)	PAP~a	  80.74
2(N01)	KASZ~b	  80.56
SAG	n	  80.54
2(N01)	2(N39~a)	  80.08
APIN~a	EZINU~d	  80.05
NA	PAP~a	  79.82
EZINU~d	IDIGNA	  79.66
4(N01)	PAP~a	  79.62
3(N01)	EZINU~d	  79.53
AN	IDIGNA	  79.22
PAP~a	SUKUD@v	  79.16
KASZ~a	SAG	  79.08
KASZ~c	KA~a	  79.04
EN~a	IDIGNA	  78.77
2(N01)	6(N14)	  78.66
SZE~a	ZATU759	  78.28
IDIGNA	PAP~a	  78.06
2(N01)	n	  77.94
IDIGNA	KI	  77.88
KASZ~b	SAG	  77.85
1(N01)	IDIGNA	  77.74
NUN~a	SAG	  77.62
IDIGNA	SZU	  77.44
KA~a	KI@n	  77.24
1(N08)	AN	  77.18
BAN~b	SZE~a	  76.98
AN	U4	  76.65
2(N01)	KASZ~a	  76.52
1(N14)	IDIGNA	  76.41
3(N57)	AB~a	  76.11
3(N57)	IDIGNA	  76.10
NA	SZU	  75.95
1(N08)	EZINU~d	  75.88
KASZ~c	SZE~a	  75.71
EZINU~d	U4	  75.36
SUKUD@v	SZU	  75.33
2(N01)	IDIGNA	  75.21
2(N01)	NUN~a	  75.09
KASZ~b	PAP~a	  74.64
AN	GI	  74.54
KI@n	SZE~a	  74.46
1(N08)	SANGA~a	  74.45
3(N57)	4(N41)	  74.39
AB~a	UR4~a	  74.39
IDIGNA	SAG	  74.32
2(N01)	SZE~a	  74.00
KA~a	SAG	  73.97
AB~a	EN~a	  73.95
2(N39~a)	PAP~a	  73.92
IDIGNA	KI@n	  73.87
1(N01)	ISZ~a	  73.61
2(N14)	SZU	  73.55
2(N19)	3(N57)	  73.52
4(N41)	UR4~a	  73.52
KI	NA	  73.43
IDIGNA	KASZ~c	  73.42
EZINU~d	GI	  73.27
BAN~b	IDIGNA	  72.98
KI	SUKUD@v	  72.83
IDIGNA	ISZ~a	  72.82
ISZ~a	PAP~a	  72.68
1(N46)	3(N57)	  72.64
2(N19)	UR4~a	  72.64
6(N14)	PAP~a	  72.61
IDIGNA	ZATU759	  72.53
DU	IDIGNA	  72.09
2(N14)	KI	  71.98
SAG	SZE~a	  71.97
PAP~a	n	  71.96
4(N41)	EN~a	  71.89
1(N46)	UR4~a	  71.77
EZINU~d	ISZ~a	  71.64
2(N01)	KA~a	  71.53
AN	ISZ~a	  71.25
IDIGNA	UR4~a	  71.20
2(N19)	EN~a	  71.03
1(N14)	ISZ~a	  70.94
EN~a	ISZ~a	  70.85
KASZ~a	PAP~a	  70.64
2(N39~a)	SZU	  70.35
APIN~a	IDIGNA	  70.31
1(N46)	EN~a	  70.17
ISZ~a	KI	  70.07
PAP~a	SZE~a	  69.88
3(N01)	IDIGNA	  69.86
4(N01)	SZU	  69.72
ISZ~a	SZU	  69.67
GIR3~c	PAP~a	  69.64
NUN~a	PAP~a	  69.59
AB~a	ZATU759	  69.54
6(N14)	SZU	  69.10
KASZ~b	SZU	  69.01
4(N41)	ZATU759	  68.72
1(N14)	GIR3~c	  68.60
GIR3~c	ISZ~a	  68.54
3(N57)	ISZ~a	  68.49
SZU	n	  68.48
1(N01)	GIR3~c	  68.18
2(N39~a)	KI	  68.03
AB~a	BAN~b	  67.97
2(N19)	ZATU759	  67.89
2(N01)	ISZ~a	  67.70
2(N14)	AN	  67.49
GIR3~c	IDIGNA	  67.45
4(N01)	KI	  67.43
KASZ~b	KI	  67.28
KASZ~a	SZU	  67.23
4(N41)	BAN~b	  67.16
1(N46)	ZATU759	  67.07
2(N14)	EZINU~d	  67.00
ISZ~a	SAG	  66.92
6(N14)	KI	  66.83
1(N08)	IDIGNA	  66.74
ISZ~a	KI@n	  66.52
AB~a	KASZ~c	  66.42
2(N19)	BAN~b	  66.36
EZINU~d	GIR3~c	  66.35
KA~a	PAP~a	  66.30
IDIGNA	U4	  66.30
KI	n	  66.23
ISZ~a	KASZ~c	  66.13
AN	NA	  66.07
AN	GIR3~c	  65.99
NUN~a	SZU	  65.98
BAN~b	ISZ~a	  65.74
4(N41)	KASZ~c	  65.63
EN~a	GIR3~c	  65.62
1(N46)	BAN~b	  65.55
AN	SUKUD@v	  65.54
ISZ~a	ZATU759	  65.34
KASZ~a	KI	  65.03
DU	ISZ~a	  64.95
EZINU~d	NA	  64.93
AB~a	KI@n	  64.90
GIR3~c	KI	  64.89
2(N19)	KASZ~c	  64.84
SZE~a	SZU	  64.60
GIR3~c	SZU	  64.53
GI	IDIGNA	  64.51
EZINU~d	SUKUD@v	  64.40
ISZ~a	UR4~a	  64.16
4(N41)	KI@n	  64.13
1(N46)	KASZ~c	  64.06
KI	NUN~a	  63.84
3(N57)	GIR3~c	  63.43
APIN~a	ISZ~a	  63.38
2(N19)	KI@n	  63.36
KI	SZE~a	  63.18
1(N57)	3(N57)	  63.05
3(N01)	ISZ~a	  62.98
KA~a	SZU	  62.87
2(N01)	GIR3~c	  62.71
1(N14)	6(N01)	  62.68
1(N46)	KI@n	  62.58
2(N14)	IDIGNA	  62.43
AB~a	SAG	  62.30
AN	KASZ~b	  62.27
1(N57)	UR4~a	  62.12
3(N57)	DUG~b	  62.12
6(N01)	GIR3~c	  62.05
1(N57)	EN~a	  62.04
GIR3~c	SAG	  61.98
6(N01)	PAP~a	  61.74
EZINU~d	KASZ~b	  61.64
GIR3~c	KI@n	  61.61
4(N41)	SAG	  61.58
2(N39~a)	AN	  61.31
DUG~b	UR4~a	  61.25
GIR3~c	KASZ~c	  61.25
2(N01)	AB~a	  61.24
BAN~b	GIR3~c	  60.88
2(N19)	SAG	  60.85
KA~a	KI	  60.84
6(N01)	ISZ~a	  60.79
4(N01)	AN	  60.78
GIR3~c	ZATU759	  60.52
1(N01)	6(N01)	  60.48
ISZ~a	U4	  60.41
6(N14)	AN	  60.25
2(N39~a)	EZINU~d	  60.23
